                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.76989,                 0.9515,                0.84154,                0.99153,                0.98563,                0.99433,                0.81535,                0.65224,                0.51399,                0.81705,             0.00066343,             0.00066343,             0.00066343
                      2,                0.69929,                 0.5394,                0.83027,                0.99238,                0.98843,                0.99469,                0.82787,                0.62121,                0.44747,                0.81292,              0.0013038,              0.0013038,              0.0013038
                      3,                0.68493,                0.46594,                0.82692,                0.99389,                0.99201,                0.99491,                0.85256,                0.54304,                0.36871,                0.80437,              0.0019177,              0.0019177,              0.0019177
                      4,                0.65084,                0.41481,                0.82456,                0.99484,                0.99303,                0.99492,                0.86634,                0.50784,                0.34928,                0.80014,              0.0018812,              0.0018812,              0.0018812
                      5,                0.63493,                 0.3901,                0.81897,                0.99594,                0.99397,                0.99496,                0.86506,                0.50257,                0.33959,                0.79885,              0.0018416,              0.0018416,              0.0018416
                      6,                0.61338,                0.36409,                0.81579,                0.99664,                0.99565,                0.99497,                 0.8751,                0.49302,                0.32855,                0.79431,               0.001802,               0.001802,               0.001802
                      7,                 0.5798,                0.33805,                0.81097,                0.99653,                0.99534,                0.99497,                0.88144,                0.48615,                0.31638,                0.79338,              0.0017624,              0.0017624,              0.0017624
                      8,                0.57901,                0.33479,                0.81106,                0.99628,                 0.9959,                0.99494,                0.88776,                0.48111,                0.31899,                0.79258,              0.0017228,              0.0017228,              0.0017228
                      9,                0.58101,                0.33186,                0.80979,                0.99745,                0.99735,                0.99496,                0.89049,                0.46901,                0.30109,                0.79195,              0.0016832,              0.0016832,              0.0016832
                     10,                0.56856,                0.32261,                0.80861,                0.99738,                 0.9959,                0.99498,                0.89815,                 0.4607,                0.29682,                0.78894,              0.0016436,              0.0016436,              0.0016436
                     11,                  0.561,                0.31346,                0.80752,                0.99776,                0.99683,                0.99498,                 0.9007,                0.45905,                0.28513,                0.78827,               0.001604,               0.001604,               0.001604
                     12,                0.55054,                0.30731,                0.80534,                0.99843,                0.99733,                0.99499,                0.90077,                 0.4389,                0.27737,                0.78636,              0.0015644,              0.0015644,              0.0015644
                     13,                0.54013,                 0.3046,                0.80372,                 0.9984,                0.99701,                0.99499,                 0.9025,                0.44491,                0.27788,                0.78638,              0.0015248,              0.0015248,              0.0015248
                     14,                 0.5402,                0.29769,                0.80356,                0.99776,                0.99834,                0.99498,                0.90699,                0.43764,                0.26972,                0.78552,              0.0014852,              0.0014852,              0.0014852
                     15,                0.53786,                0.29815,                0.80336,                0.99857,                0.99745,                0.99498,                0.90569,                0.44796,                0.26716,                0.78627,              0.0014456,              0.0014456,              0.0014456
                     16,                0.53381,                0.28962,                0.80269,                0.99888,                0.99729,                0.99498,                0.90525,                0.44308,                0.26476,                0.78521,               0.001406,               0.001406,               0.001406
                     17,                0.53388,                0.28849,                0.80267,                0.99805,                0.99757,                0.99498,                0.90151,                0.44214,                0.27303,                0.78631,              0.0013664,              0.0013664,              0.0013664
                     18,                0.52836,                0.28722,                0.80171,                0.99862,                0.99751,                0.99499,                0.90534,                0.43523,                0.26864,                0.78461,              0.0013268,              0.0013268,              0.0013268
                     19,                0.52914,                0.28654,                0.80134,                0.99857,                0.99807,                0.99499,                 0.9087,                0.42604,                0.25919,                0.78322,              0.0012872,              0.0012872,              0.0012872
                     20,                0.51646,                0.27885,                 0.7995,                0.99869,                0.99803,                0.99499,                0.90778,                0.42383,                0.25632,                0.78326,              0.0012476,              0.0012476,              0.0012476
                     21,                0.51638,                 0.2799,                0.79941,                0.99888,                0.99818,                0.99498,                0.91275,                  0.425,                0.25546,                0.78373,               0.001208,               0.001208,               0.001208
                     22,                 0.5131,                0.27584,                0.79907,                  0.999,                0.99768,                0.99499,                0.91199,                0.42211,                0.25091,                0.78269,              0.0011684,              0.0011684,              0.0011684
                     23,                0.51251,                0.27369,                0.79994,                0.99845,                0.99807,                0.99499,                0.91162,                0.42087,                0.24841,                0.78293,              0.0011288,              0.0011288,              0.0011288
                     24,                0.50975,                0.26941,                0.79843,                0.99882,                 0.9979,                0.99498,                0.91546,                0.41559,                0.24511,                0.78198,              0.0010892,              0.0010892,              0.0010892
                     25,                 0.5158,                0.27163,                 0.7991,                0.99888,                0.99816,                0.99496,                0.91479,                0.41344,                0.24656,                 0.7818,              0.0010496,              0.0010496,              0.0010496
                     26,                0.50145,                0.26347,                0.79778,                0.99863,                0.99834,                0.99499,                0.91425,                0.41248,                0.24468,                0.78119,                0.00101,                0.00101,                0.00101
                     27,                 0.5008,                 0.2666,                 0.7978,                0.99872,                0.99795,                0.99498,                0.91418,                 0.4126,                0.24933,                0.78094,              0.0009704,              0.0009704,              0.0009704
                     28,                0.49629,                0.26181,                0.79696,                0.99871,                0.99807,                0.99498,                0.91384,                0.41589,                 0.2431,                0.78136,              0.0009308,              0.0009308,              0.0009308
                     29,                0.50329,                0.26155,                0.79685,                0.99851,                0.99821,                0.99499,                0.91916,                0.40081,                0.23404,                0.77961,              0.0008912,              0.0008912,              0.0008912
                     30,                0.49189,                0.25854,                0.79588,                 0.9987,                0.99813,                0.99498,                0.91669,                0.40352,                0.23693,                0.77998,              0.0008516,              0.0008516,              0.0008516
                     31,                0.49071,                0.25629,                0.79562,                0.99882,                0.99852,                0.99499,                0.91545,                  0.408,                0.23746,                0.78024,               0.000812,               0.000812,               0.000812
                     32,                0.48971,                0.25716,                0.79559,                  0.999,                0.99838,                0.99499,                0.91807,                0.40018,                0.23594,                0.77998,              0.0007724,              0.0007724,              0.0007724
                     33,                0.48677,                0.25415,                0.79549,                0.99863,                0.99849,                0.99499,                0.92159,                0.39956,                0.23068,                0.77948,              0.0007328,              0.0007328,              0.0007328
                     34,                0.48255,                0.24945,                0.79454,                0.99885,                0.99838,                0.99499,                0.92172,                0.39554,                0.22695,                0.77869,              0.0006932,              0.0006932,              0.0006932
                     35,                0.48104,                0.24826,                0.79455,                0.99875,                0.99857,                0.99498,                0.92112,                0.39426,                0.22713,                0.77877,              0.0006536,              0.0006536,              0.0006536
                     36,                0.47833,                0.24673,                0.79449,                0.99882,                0.99832,                0.99499,                0.92153,                0.39576,                0.22894,                 0.7788,               0.000614,               0.000614,               0.000614
                     37,                0.47494,                0.24464,                0.79351,                0.99885,                0.99826,                0.99499,                0.92219,                0.39476,                0.22635,                0.77829,              0.0005744,              0.0005744,              0.0005744
                     38,                 0.4761,                0.24399,                0.79426,                0.99864,                0.99863,                0.99499,                0.92268,                0.39245,                0.22355,                 0.7792,              0.0005348,              0.0005348,              0.0005348
                     39,                0.47535,                0.24208,                0.79336,                  0.999,                0.99832,                0.99499,                0.92215,                0.38925,                0.22199,                0.77825,              0.0004952,              0.0004952,              0.0004952
                     40,                0.47184,                0.23875,                0.79238,                0.99892,                0.99876,                0.99499,                0.92291,                0.38689,                0.21872,                0.77773,              0.0004556,              0.0004556,              0.0004556
                     41,                0.45174,                0.23391,                0.79081,                0.99894,                0.99872,                0.99499,                0.92064,                0.39664,                0.22827,                0.77866,               0.000416,               0.000416,               0.000416
                     42,                0.44679,                0.23194,                0.78968,                0.99917,                0.99851,                0.99499,                0.92247,                0.39408,                0.22446,                0.77849,              0.0003764,              0.0003764,              0.0003764
                     43,                0.44405,                0.22792,                0.78913,                0.99894,                 0.9987,                0.99499,                0.92304,                0.38768,                0.21912,                0.77777,              0.0003368,              0.0003368,              0.0003368
                     44,                0.44092,                0.22489,                0.78886,                  0.999,                0.99879,                0.99499,                0.92406,                0.38703,                0.21742,                0.77788,              0.0002972,              0.0002972,              0.0002972
                     45,                 0.4377,                0.22304,                 0.7873,                 0.9995,                0.99845,                0.99499,                0.92602,                0.38247,                0.21452,                0.77691,              0.0002576,              0.0002576,              0.0002576
                     46,                0.43532,                0.21889,                0.78761,                0.99926,                0.99888,                0.99499,                0.92693,                0.38156,                0.21403,                0.77683,               0.000218,               0.000218,               0.000218
                     47,                0.43104,                0.21666,                0.78727,                  0.999,                 0.9986,                0.99499,                0.92678,                0.38107,                0.21172,                0.77671,              0.0001784,              0.0001784,              0.0001784
                     48,                0.43088,                0.21441,                0.78598,                0.99948,                0.99851,                0.99499,                 0.9272,                0.37942,                0.20795,                0.77665,              0.0001388,              0.0001388,              0.0001388
                     49,                0.42462,                0.20955,                0.78676,                0.99919,                0.99894,                0.99499,                0.92769,                0.37936,                0.20637,                0.77632,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.42222,                0.20813,                 0.7853,                0.99944,                0.99869,                0.99499,                0.92752,                0.37512,                0.20553,                 0.7761,               5.96e-05,               5.96e-05,               5.96e-05
