                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.39848,                0.24774,                0.80167,                0.93079,                0.99819,                0.99475,                0.88415,                 0.3856,                0.23016,                0.79972,             8.3862e-05,             8.3862e-05,             8.3862e-05
                      2,                 0.4379,                0.26635,                0.81069,                0.95318,                0.99795,                0.99473,                0.83906,                0.44722,                0.24567,                0.81062,             0.00016501,             0.00016501,             0.00016501
                      3,                0.46063,                0.27546,                0.81239,                0.96097,                0.99475,                0.99459,                0.84316,                0.44608,                0.25282,                0.81422,             0.00024193,             0.00024193,             0.00024193
                      4,                0.46929,                0.27827,                0.81332,                 0.9621,                0.99452,                0.99465,                0.87714,                0.44238,                0.24863,                0.80757,             0.00023699,             0.00023699,             0.00023699
                      5,                 0.4729,                0.27932,                0.81595,                0.95463,                0.99584,                0.99406,                 0.8662,                0.44955,                0.25126,                 0.8116,             0.00023066,             0.00023066,             0.00023066
                      6,                0.45198,                0.27003,                0.81133,                0.98446,                0.99493,                 0.9947,                  0.881,                0.43341,                0.23922,                0.80799,             0.00022432,             0.00022432,             0.00022432
                      7,                0.45086,                0.27012,                0.80767,                0.95684,                0.99115,                0.99456,                0.86134,                0.43363,                0.24775,                0.80958,             0.00021798,             0.00021798,             0.00021798
                      8,                0.45293,                0.27072,                0.80994,                0.93089,                0.99904,                0.99474,                0.84537,                0.44894,                0.24751,                0.81111,             0.00021165,             0.00021165,             0.00021165
                      9,                0.45554,                0.27213,                 0.8092,                0.97005,                0.99921,                0.99474,                0.85926,                0.44331,                0.24785,                0.80901,             0.00020531,             0.00020531,             0.00020531
                     10,                0.44474,                0.26556,                0.80711,                0.97453,                0.99857,                 0.9946,                0.86947,                 0.4388,                0.24509,                0.80727,             0.00019898,             0.00019898,             0.00019898
                     11,                 0.4529,                0.26819,                 0.8098,                 0.9713,                0.99638,                0.99464,                0.86283,                0.42173,                0.24455,                0.80605,             0.00019264,             0.00019264,             0.00019264
                     12,                0.44543,                0.26608,                0.80399,                0.94827,                 0.9957,                0.99474,                0.88785,                0.40408,                0.23504,                0.80274,              0.0001863,              0.0001863,              0.0001863
                     13,                0.45445,                0.26876,                0.81171,                 0.9895,                0.98603,                0.99389,                0.89232,                0.41315,                0.23758,                0.80689,             0.00017997,             0.00017997,             0.00017997
                     14,                0.44013,                0.26321,                0.81038,                0.94306,                0.99559,                0.99392,                0.88956,                0.42663,                0.24726,                0.80671,             0.00017363,             0.00017363,             0.00017363
                     15,                0.44596,                0.26663,                0.80785,                0.92762,                0.99779,                0.99355,                0.86773,                 0.4402,                0.24345,                0.80936,              0.0001673,              0.0001673,              0.0001673
                     16,                0.45095,                0.27071,                0.81349,                0.93755,                0.99614,                0.99372,                0.88135,                0.40529,                0.23509,                0.80239,             0.00016096,             0.00016096,             0.00016096
                     17,                0.43898,                0.26235,                0.80685,                0.95321,                 0.9963,                0.99481,                0.87765,                0.42138,                0.23969,                0.80468,             0.00015462,             0.00015462,             0.00015462
                     18,                0.43267,                0.25784,                0.80694,                0.98007,                 0.9978,                0.99462,                0.86022,                0.42565,                 0.2357,                0.80486,             0.00014829,             0.00014829,             0.00014829
                     19,                0.43156,                0.25726,                0.81015,                0.97903,                0.98439,                0.99413,                0.87186,                0.39737,                0.23015,                0.80265,             0.00014195,             0.00014195,             0.00014195
                     20,                0.42964,                0.25448,                0.81006,                0.97018,                0.99042,                 0.9947,                0.87057,                0.40383,                0.23089,                0.80198,             0.00013562,             0.00013562,             0.00013562
                     21,                0.42902,                0.25367,                0.80507,                0.96314,                0.99361,                0.99473,                0.87804,                0.40933,                0.23055,                0.80428,             0.00012928,             0.00012928,             0.00012928
                     22,                0.41985,                0.25309,                0.80548,                0.94993,                 0.9957,                0.99412,                0.85758,                0.41643,                0.23232,                 0.8045,             0.00012294,             0.00012294,             0.00012294
                     23,                0.42789,                0.25526,                0.80648,                0.97051,                0.99091,                0.99479,                0.87496,                0.42242,                 0.2341,                0.80586,             0.00011661,             0.00011661,             0.00011661
                     24,                0.40989,                0.24719,                0.80178,                  0.968,                0.98877,                0.99413,                0.87467,                0.39872,                0.22759,                0.80168,             0.00011027,             0.00011027,             0.00011027
                     25,                 0.4193,                 0.2526,                0.80324,                0.98417,                0.99351,                0.99395,                0.88155,                0.42067,                0.23313,                0.80522,             0.00010394,             0.00010394,             0.00010394
                     26,                0.42608,                0.25296,                0.80596,                0.94383,                0.99582,                0.99474,                0.88129,                0.39717,                0.22795,                0.80038,               9.76e-05,               9.76e-05,               9.76e-05
                     27,                0.40719,                0.24795,                0.80251,                0.96402,                0.99181,                0.99395,                0.87697,                0.37888,                0.22363,                0.79811,             9.1264e-05,             9.1264e-05,             9.1264e-05
                     28,                0.41389,                0.24816,                0.80413,                0.96137,                0.99324,                0.99403,                0.86397,                0.37872,                0.21959,                0.80026,             8.4928e-05,             8.4928e-05,             8.4928e-05
                     29,                 0.4047,                0.24292,                0.80122,                0.96082,                0.99309,                0.99408,                 0.8777,                0.37902,                0.22237,                0.79847,             7.8592e-05,             7.8592e-05,             7.8592e-05
                     30,                0.40392,                0.24335,                0.80093,                0.95504,                0.99488,                0.99468,                0.88317,                0.36882,                0.21734,                0.79662,             7.2256e-05,             7.2256e-05,             7.2256e-05
                     31,                0.41459,                0.24758,                0.80359,                0.95314,                0.99097,                0.99383,                0.83894,                 0.4413,                 0.2394,                0.81068,              6.592e-05,              6.592e-05,              6.592e-05
                     32,                0.37768,                0.23052,                0.80262,                0.96268,                0.99201,                0.99452,                0.86078,                0.39747,                0.22845,                0.80159,             5.9584e-05,             5.9584e-05,             5.9584e-05
                     33,                0.36573,                0.22697,                0.79936,                0.95219,                0.99397,                0.99437,                 0.8656,                0.39142,                 0.2254,                0.80002,             5.3248e-05,             5.3248e-05,             5.3248e-05
                     34,                 0.3568,                0.22463,                0.80169,                0.93881,                0.99711,                0.99454,                0.85851,                0.38137,                0.22297,                 0.7984,             4.6912e-05,             4.6912e-05,             4.6912e-05
                     35,                0.34885,                 0.2194,                0.79742,                 0.9405,                0.99662,                0.99457,                0.86592,                0.38949,                0.22339,                0.80042,             4.0576e-05,             4.0576e-05,             4.0576e-05
                     36,                0.34757,                0.21833,                0.79554,                 0.9449,                 0.9941,                0.99456,                0.86685,                0.38367,                0.22388,                0.79972,              3.424e-05,              3.424e-05,              3.424e-05
                     37,                0.34569,                0.21695,                0.79314,                0.94782,                0.99267,                0.99393,                0.87094,                0.36681,                0.21744,                0.79699,             2.7904e-05,             2.7904e-05,             2.7904e-05
                     38,                0.33449,                0.21239,                0.79275,                0.94994,                0.99404,                0.99457,                0.88881,                0.36433,                0.21567,                0.79684,             2.1568e-05,             2.1568e-05,             2.1568e-05
                     39,                0.33889,                0.21435,                0.79492,                0.95773,                0.99578,                0.99468,                0.88104,                0.37241,                0.21734,                0.79781,             1.5232e-05,             1.5232e-05,             1.5232e-05
                     40,                0.32762,                0.21111,                0.79403,                0.95954,                0.99578,                 0.9947,                0.87354,                0.36118,                0.21512,                  0.796,              8.896e-06,              8.896e-06,              8.896e-06
