                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.85197,                  1.234,                0.86063,                0.99206,                0.48736,                 0.4966,                 0.3965,                0.68751,                0.69465,                0.83444,              0.0033172,              0.0033172,              0.0033172
                      2,                0.84594,                 0.8086,                0.86028,                0.91634,                0.57239,                0.68456,                0.44466,                0.84251,                0.65513,                0.85215,              0.0066373,              0.0066373,              0.0066373
                      3,                0.88354,                 0.7423,                0.87486,                0.90645,                0.72522,                0.77928,                0.49965,                0.67624,                0.56489,                0.84585,              0.0099443,              0.0099443,              0.0099443
                      4,                0.84259,                 0.6293,                0.87476,                0.89286,                0.79701,                0.83312,                0.55111,                0.64554,                0.46557,                 0.8319,              0.0099406,              0.0099406,              0.0099406
                      5,                0.77869,                0.53133,                0.85757,                 0.9433,                 0.8165,                0.85208,                 0.5905,                0.61929,                0.42412,                0.83748,              0.0099208,              0.0099208,              0.0099208
                      6,                0.73942,                0.47566,                0.85046,                0.93598,                0.82142,                0.85331,                0.60673,                0.54711,                 0.4147,                0.82092,               0.009901,               0.009901,               0.009901
                      7,                0.71913,                0.43895,                0.84653,                0.94961,                0.82928,                0.85729,                0.63325,                0.51514,                0.35384,                0.80988,              0.0098812,              0.0098812,              0.0098812
                      8,                0.69627,                0.41313,                0.84236,                0.95747,                0.83141,                0.86369,                0.64445,                0.50802,                0.34381,                0.80757,              0.0098614,              0.0098614,              0.0098614
                      9,                0.68099,                0.40057,                0.83791,                0.97022,                 0.8316,                0.86576,                0.64746,                0.51504,                 0.3541,                0.80997,              0.0098416,              0.0098416,              0.0098416
                     10,                 0.6691,                0.38126,                 0.8357,                0.95191,                0.84904,                0.87341,                0.66053,                0.51031,                0.32946,                0.80654,              0.0098218,              0.0098218,              0.0098218
                     11,                0.65976,                0.37632,                0.83387,                 0.9673,                  0.849,                 0.8748,                0.65265,                0.52208,                0.35041,                0.80584,               0.009802,               0.009802,               0.009802
                     12,                0.64765,                0.36927,                0.83101,                0.95515,                0.84361,                0.86855,                0.64058,                0.55618,                0.33611,                0.81295,              0.0097822,              0.0097822,              0.0097822
                     13,                 0.6378,                0.35656,                0.82925,                0.96683,                0.84084,                0.87121,                0.64267,                0.49993,                0.32125,                0.80614,              0.0097624,              0.0097624,              0.0097624
                     14,                  0.631,                0.35033,                0.82764,                0.95427,                0.84301,                0.87615,                0.65987,                0.51535,                0.31052,                0.80453,              0.0097426,              0.0097426,              0.0097426
                     15,                0.62533,                0.35232,                0.82733,                 0.9792,                0.84971,                0.88457,                0.68223,                0.47554,                 0.3017,                0.79881,              0.0097228,              0.0097228,              0.0097228
                     16,                0.61851,                0.33996,                0.82523,                0.96372,                0.85902,                  0.888,                0.67505,                0.50742,                0.30251,                0.80211,               0.009703,               0.009703,               0.009703
                     17,                0.61415,                0.33971,                0.82415,                0.97619,                0.86032,                0.88781,                0.67893,                 0.4935,                0.30275,                0.80391,              0.0096832,              0.0096832,              0.0096832
                     18,                0.60862,                0.33083,                0.82261,                0.96917,                0.86162,                0.89086,                0.68198,                0.48193,                0.29437,                0.79972,              0.0096634,              0.0096634,              0.0096634
                     19,                 0.6052,                0.32848,                0.82158,                0.97822,                0.85726,                0.88952,                0.67036,                0.49155,                0.29474,                 0.7992,              0.0096436,              0.0096436,              0.0096436
                     20,                0.59726,                0.32781,                0.82114,                0.97306,                0.86143,                0.89524,                0.68907,                0.46636,                0.28817,                0.79773,              0.0096238,              0.0096238,              0.0096238
                     21,                0.59198,                0.32418,                0.82022,                0.97115,                0.87183,                0.89467,                0.68988,                0.45809,                0.28158,                0.79494,               0.009604,               0.009604,               0.009604
                     22,                0.58628,                0.31797,                0.81868,                0.95647,                0.86886,                0.89097,                 0.6995,                0.44711,                0.27442,                 0.7935,              0.0095842,              0.0095842,              0.0095842
                     23,                0.58203,                 0.3124,                0.81996,                0.97444,                0.86867,                0.89724,                0.69252,                0.44649,                0.27612,                0.79469,              0.0095644,              0.0095644,              0.0095644
                     24,                0.57958,                0.31071,                0.81782,                0.96481,                0.86248,                 0.8918,                0.68544,                0.45915,                0.27452,                0.79365,              0.0095446,              0.0095446,              0.0095446
                     25,                 0.5745,                0.30954,                 0.8167,                 0.9788,                0.86865,                0.89568,                0.70623,                 0.4454,                0.27689,                0.79263,              0.0095248,              0.0095248,              0.0095248
                     26,                0.56881,                0.30516,                0.81608,                0.97582,                0.86271,                0.89427,                0.68988,                0.44547,                0.26842,                0.79242,               0.009505,               0.009505,               0.009505
                     27,                0.56741,                0.30493,                0.81615,                0.98106,                 0.8651,                0.89388,                0.68275,                0.44943,                0.26923,                 0.7943,              0.0094852,              0.0094852,              0.0094852
                     28,                0.55994,                0.30126,                0.81475,                0.97682,                  0.869,                 0.8939,                0.69307,                0.44194,                0.26458,                0.79122,              0.0094654,              0.0094654,              0.0094654
                     29,                0.56288,                0.29856,                0.81495,                 0.9708,                0.87464,                0.89779,                0.70806,                0.43696,                0.26412,                0.79116,              0.0094456,              0.0094456,              0.0094456
                     30,                 0.5581,                0.29847,                0.81445,                0.97534,                0.87585,                 0.8975,                0.70659,                0.44035,                0.26314,                0.79038,              0.0094258,              0.0094258,              0.0094258
                     31,                0.55335,                0.29365,                0.81408,                 0.9698,                0.87591,                0.89747,                 0.7069,                 0.4321,                0.25609,                0.79051,               0.009406,               0.009406,               0.009406
                     32,                0.54806,                0.28969,                 0.8139,                 0.9564,                0.88596,                0.90444,                0.71352,                0.43099,                0.25613,                0.79039,              0.0093862,              0.0093862,              0.0093862
                     33,                0.55043,                 0.2926,                0.81371,                0.98367,                0.87297,                0.90426,                0.70435,                0.43307,                0.25615,                0.79131,              0.0093664,              0.0093664,              0.0093664
                     34,                0.54642,                0.28702,                0.81273,                0.97638,                0.87493,                 0.9043,                 0.7139,                0.42846,                0.25416,                 0.7901,              0.0093466,              0.0093466,              0.0093466
                     35,                0.54589,                0.28713,                0.81272,                0.98429,                0.87702,                0.91102,                0.70981,                0.42819,                0.25302,                0.79043,              0.0093268,              0.0093268,              0.0093268
                     36,                 0.5395,                0.28298,                0.81248,                0.97823,                 0.8684,                0.90193,                0.72108,                 0.4269,                0.25336,                0.79099,               0.009307,               0.009307,               0.009307
                     37,                0.53786,                0.28362,                0.81188,                0.97753,                0.87811,                0.91107,                0.71949,                0.42871,                0.25147,                0.78948,              0.0092872,              0.0092872,              0.0092872
                     38,                0.54062,                0.28454,                0.81243,                0.98014,                 0.8872,                0.90955,                0.70795,                0.41972,                0.24734,                0.78948,              0.0092674,              0.0092674,              0.0092674
                     39,                0.53848,                0.28003,                 0.8114,                0.97291,                0.88389,                0.91177,                0.71872,                0.41766,                0.24651,                0.78866,              0.0092476,              0.0092476,              0.0092476
                     40,                0.53823,                0.27983,                0.81047,                0.97026,                0.88737,                0.91225,                0.71042,                0.41966,                 0.2477,                0.78909,              0.0092278,              0.0092278,              0.0092278
                     41,                0.52974,                0.27644,                0.81067,                0.97131,                0.88809,                0.90579,                0.71037,                0.41971,                0.24722,                0.78838,               0.009208,               0.009208,               0.009208
                     42,                0.53116,                0.27606,                 0.8104,                 0.9708,                0.88812,                0.90979,                0.72087,                0.41787,                0.24343,                0.78796,              0.0091882,              0.0091882,              0.0091882
                     43,                0.53118,                0.27497,                0.80995,                0.97976,                0.88781,                0.91143,                0.71524,                0.41423,                0.24073,                0.78811,              0.0091684,              0.0091684,              0.0091684
                     44,                0.52468,                0.27211,                0.81025,                0.97508,                 0.8872,                0.90539,                0.70962,                0.41648,                0.24086,                0.78784,              0.0091486,              0.0091486,              0.0091486
                     45,                 0.5295,                0.27375,                0.81079,                 0.9756,                0.88621,                0.91132,                0.72292,                0.41163,                0.24035,                0.78658,              0.0091288,              0.0091288,              0.0091288
                     46,                0.52559,                0.27219,                 0.8097,                0.98244,                0.88253,                0.90963,                0.70543,                0.41489,                 0.2398,                0.78784,               0.009109,               0.009109,               0.009109
                     47,                0.52306,                0.26887,                0.80926,                0.98456,                0.88206,                0.91061,                0.71512,                0.40878,                0.23603,                0.78623,              0.0090892,              0.0090892,              0.0090892
