                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7208,                 1.2478,                0.82216,                0.96593,                0.75612,                0.85517,                0.42406,                 1.7965,                 1.0686,                0.83137,             0.00065641,             0.00065641,             0.00065641
                      2,                 1.6343,                0.96188,                0.82253,                0.90718,                0.76889,                0.85661,                0.44274,                 1.6473,                 1.3441,                0.82619,              0.0012969,              0.0012969,              0.0012969
                      3,                 1.5726,                0.87598,                0.81474,                0.96215,                0.79084,                0.86446,                0.41559,                 1.7046,                 1.3355,                0.82853,              0.0019109,              0.0019109,              0.0019109
                      4,                 1.6246,                0.91352,                 0.8075,                0.94788,                0.80833,                 0.8977,                0.50773,                 1.4921,                0.91062,                0.81518,              0.0018812,              0.0018812,              0.0018812
                      5,                 1.6311,                0.90904,                0.81882,                 0.9095,                0.80402,                0.88754,                0.48951,                 1.5079,                0.99023,                0.82494,              0.0018416,              0.0018416,              0.0018416
                      6,                 1.5876,                0.85843,                 0.8255,                0.86669,                   0.76,                0.83727,                0.37171,                 1.8534,                 1.1629,                0.82806,               0.001802,               0.001802,               0.001802
                      7,                 1.4778,                0.78035,                0.81294,                0.92789,                0.85791,                0.93288,                0.56396,                 1.3413,                0.72042,                0.81627,              0.0017624,              0.0017624,              0.0017624
                      8,                 1.5087,                0.72849,                0.80923,                0.93861,                0.88338,                0.93287,                0.53435,                 1.4144,                 0.6754,                0.81828,              0.0017228,              0.0017228,              0.0017228
                      9,                  1.511,                0.73335,                0.81027,                0.92711,                0.90667,                0.94413,                 0.5139,                  1.452,                0.66202,                0.81596,              0.0016832,              0.0016832,              0.0016832
                     10,                 1.5263,                 0.7966,                0.81489,                0.95854,                0.84444,                0.93523,                 0.5457,                 1.5231,                0.70327,                0.81966,              0.0016436,              0.0016436,              0.0016436
                     11,                 1.5059,                0.75537,                0.80729,                0.92924,                 0.9338,                0.95669,                0.52919,                 1.3739,                0.68505,                0.81373,               0.001604,               0.001604,               0.001604
                     12,                 1.4868,                0.69143,                0.80841,                0.94222,                0.90667,                 0.9542,                0.51626,                 1.5345,                0.67931,                0.82248,              0.0015644,              0.0015644,              0.0015644
                     13,                 1.4967,                0.65966,                0.80576,                0.94213,                0.90667,                 0.9574,                   0.56,                 1.3725,                0.60479,                0.81106,              0.0015248,              0.0015248,              0.0015248
                     14,                 1.4571,                0.64302,                0.81826,                0.91436,                0.88444,                0.95102,                0.55417,                 1.3713,                0.72464,                0.81331,              0.0014852,              0.0014852,              0.0014852
                     15,                  1.436,                0.65328,                0.79723,                 0.9265,                0.91111,                0.95239,                0.46667,                 1.6562,                0.69295,                0.82319,              0.0014456,              0.0014456,              0.0014456
                     16,                 1.4336,                0.66821,                0.80993,                0.96887,                0.82988,                0.92941,                0.51547,                 1.4924,                0.69981,                0.82104,               0.001406,               0.001406,               0.001406
                     17,                 1.3624,                0.60355,                0.80907,                0.91283,                0.89333,                0.93728,                0.54044,                 1.3894,                0.70395,                0.81508,              0.0013664,              0.0013664,              0.0013664
                     18,                 1.4389,                0.63236,                0.81157,                 0.9334,                0.90222,                0.93815,                0.53545,                 1.4653,                0.63444,                0.81653,              0.0013268,              0.0013268,              0.0013268
                     19,                 1.4475,                0.64022,                0.81222,                 0.9286,                0.86703,                0.94682,                 0.5489,                 1.3568,                0.71477,                0.81042,              0.0012872,              0.0012872,              0.0012872
                     20,                  1.363,                0.61369,                0.80471,                0.94149,                0.91111,                0.94963,                0.59143,                  1.274,                0.64306,                0.81147,              0.0012476,              0.0012476,              0.0012476
