                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.54349,                0.85738,                0.81846,                0.99766,                0.99744,                  0.995,                0.89426,                0.41543,                0.38715,                0.78138,             0.00066298,             0.00066298,             0.00066298
                      2,                0.51048,                0.38209,                0.79831,                0.99938,                0.99807,                  0.995,                0.88906,                0.42861,                0.30478,                0.78336,              0.0013165,              0.0013165,              0.0013165
                      3,                0.53061,                0.34197,                0.79961,                 0.9987,                0.99692,                  0.995,                0.87579,                0.48823,                0.30695,                0.78826,              0.0019568,              0.0019568,              0.0019568
                      4,                0.53482,                0.32759,                0.80053,                0.99951,                0.99824,                  0.995,                0.89067,                0.46176,                0.28831,                0.78514,              0.0019406,              0.0019406,              0.0019406
                      5,                0.55358,                0.32115,                0.80125,                0.99888,                0.99815,                  0.995,                0.89912,                0.43661,                0.27733,                0.78391,              0.0019208,              0.0019208,              0.0019208
                      6,                0.53084,                0.31426,                 0.8006,                0.99865,                0.99828,                  0.995,                0.90373,                 0.4205,                0.26983,                0.78222,               0.001901,               0.001901,               0.001901
                      7,                0.51796,                 0.3003,                0.79868,                0.99935,                0.99815,                  0.995,                0.90228,                0.42572,                0.27594,                0.78325,              0.0018812,              0.0018812,              0.0018812
                      8,                0.51007,                0.29525,                0.79724,                0.99911,                0.99778,                  0.995,                0.90736,                0.42002,                0.26482,                0.78057,              0.0018614,              0.0018614,              0.0018614
                      9,                0.51794,                0.29665,                0.79862,                0.99905,                0.99778,                  0.995,                0.90725,                0.42381,                0.26618,                0.78122,              0.0018416,              0.0018416,              0.0018416
                     10,                0.52721,                0.29641,                0.79989,                0.99912,                0.99791,                  0.995,                0.90595,                0.42204,                0.26295,                0.78099,              0.0018218,              0.0018218,              0.0018218
                     11,                0.50762,                0.28472,                0.79768,                0.99938,                0.99819,                  0.995,                0.90948,                0.41199,                0.26196,                0.78055,               0.001802,               0.001802,               0.001802
                     12,                0.50903,                0.28441,                0.79749,                0.99877,                0.99823,                  0.995,                0.91237,                0.41137,                0.25475,                 0.7802,              0.0017822,              0.0017822,              0.0017822
                     13,                0.51077,                0.28285,                0.79818,                0.99919,                0.99828,                  0.995,                0.90889,                0.42628,                0.25795,                0.78222,              0.0017624,              0.0017624,              0.0017624
                     14,                0.50609,                0.28017,                0.79751,                0.99891,                 0.9984,                  0.995,                0.91339,                0.41281,                0.25772,                0.78034,              0.0017426,              0.0017426,              0.0017426
                     15,                 0.5046,                0.27624,                0.79756,                0.99914,                0.99803,                  0.995,                0.90862,                 0.4178,                0.25246,                0.78168,              0.0017228,              0.0017228,              0.0017228
                     16,                0.50192,                 0.2748,                 0.7973,                0.99894,                0.99852,                  0.995,                0.91175,                0.41008,                0.24816,                0.78086,               0.001703,               0.001703,               0.001703
                     17,                0.50201,                0.27307,                0.79739,                0.99895,                0.99778,                  0.995,                 0.9158,                0.40748,                0.24537,                0.78011,              0.0016832,              0.0016832,              0.0016832
                     18,                0.50572,                0.27829,                0.79714,                 0.9984,                0.99833,                  0.995,                 0.9143,                0.41129,                0.25379,                 0.7799,              0.0016634,              0.0016634,              0.0016634
                     19,                0.50356,                0.27379,                 0.7978,                0.99877,                0.99861,                  0.995,                0.91196,                0.42053,                0.24864,                0.78012,              0.0016436,              0.0016436,              0.0016436
                     20,                0.49893,                0.27022,                0.79648,                0.99889,                0.99765,                  0.995,                0.91917,                0.40197,                0.24006,                0.77937,              0.0016238,              0.0016238,              0.0016238
                     21,                0.49378,                0.26857,                0.79656,                0.99901,                0.99832,                  0.995,                0.91614,                0.41155,                0.24671,                0.78033,               0.001604,               0.001604,               0.001604
                     22,                0.49437,                0.26889,                 0.7951,                0.99916,                0.99778,                  0.995,                0.91637,                0.40774,                0.24606,                0.77953,              0.0015842,              0.0015842,              0.0015842
                     23,                 0.4913,                0.26802,                0.79661,                0.99914,                 0.9978,                0.99499,                0.91118,                0.40859,                0.24797,                0.78053,              0.0015644,              0.0015644,              0.0015644
                     24,                0.49937,                0.26982,                0.79677,                0.99878,                0.99803,                  0.995,                0.91547,                0.40043,                 0.2411,                0.77981,              0.0015446,              0.0015446,              0.0015446
                     25,                0.49591,                0.27007,                0.79619,                0.99884,                0.99828,                  0.995,                0.90875,                0.41151,                0.25235,                 0.7814,              0.0015248,              0.0015248,              0.0015248
                     26,                0.48986,                0.26606,                0.79525,                0.99832,                0.99766,                  0.995,                0.91496,                0.41139,                0.25027,                0.78035,               0.001505,               0.001505,               0.001505
                     27,                0.48814,                0.26293,                0.79454,                0.99886,                0.99803,                  0.995,                0.91751,                0.40112,                0.24272,                0.77955,              0.0014852,              0.0014852,              0.0014852
                     28,                0.48894,                0.26216,                0.79513,                0.99811,                0.99828,                0.99498,                0.91172,                0.41714,                0.24701,                0.78077,              0.0014654,              0.0014654,              0.0014654
                     29,                0.49216,                0.26337,                0.79525,                0.99899,                0.99766,                0.99499,                0.91802,                0.40539,                0.23979,                0.77983,              0.0014456,              0.0014456,              0.0014456
                     30,                0.49094,                 0.2639,                0.79522,                0.99877,                0.99811,                  0.995,                0.92005,                0.39594,                0.23673,                 0.7791,              0.0014258,              0.0014258,              0.0014258
                     31,                0.48186,                0.25486,                0.79416,                0.99888,                0.99865,                  0.995,                0.92123,                0.39527,                0.23422,                0.77873,               0.001406,               0.001406,               0.001406
                     32,                0.48153,                0.25582,                0.79404,                0.99929,                0.99865,                0.99499,                0.92145,                0.39576,                0.23614,                0.77825,              0.0013862,              0.0013862,              0.0013862
                     33,                0.48293,                0.25614,                0.79462,                0.99889,                0.99831,                  0.995,                0.92051,                0.39107,                0.23149,                0.77793,              0.0013664,              0.0013664,              0.0013664
                     34,                   0.49,                0.26085,                0.79523,                0.99852,                0.99803,                0.99499,                0.91905,                0.39504,                0.23418,                 0.7782,              0.0013466,              0.0013466,              0.0013466
                     35,                0.48524,                0.25777,                0.79558,                0.99926,                0.99832,                  0.995,                0.91856,                0.40014,                0.23685,                0.77872,              0.0013268,              0.0013268,              0.0013268
                     36,                0.48112,                0.25337,                0.79418,                0.99872,                0.99865,                0.99499,                 0.9213,                0.39219,                0.22903,                0.77824,               0.001307,               0.001307,               0.001307
                     37,                0.47708,                0.25178,                0.79443,                0.99901,                0.99896,                0.99499,                0.92137,                0.39124,                0.22899,                0.77794,              0.0012872,              0.0012872,              0.0012872
