                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.85648,                 1.2165,                0.85426,                0.99707,                0.59347,                0.74171,                0.55142,                 0.6304,                 1.2878,                0.81093,             0.00055027,             0.00055027,             0.00055027
                      2,                0.72909,                0.65286,                 0.8316,                0.92301,                0.76108,                0.81585,                0.57867,                0.63241,                0.48024,                0.81631,               0.001084,               0.001084,               0.001084
                      3,                0.73561,                0.59828,                0.83371,                 0.9474,                0.81118,                0.84921,                0.62444,                0.58116,                0.41706,                0.80774,              0.0015958,              0.0015958,              0.0015958
                      4,                0.75305,                0.56275,                0.83717,                0.95388,                0.82669,                0.85275,                0.62791,                 0.5617,                0.42309,                0.80941,               0.001568,               0.001568,               0.001568
                      5,                0.67909,                0.49328,                0.82459,                0.96011,                0.83797,                0.86212,                 0.6338,                0.53096,                 0.3821,                0.80064,               0.001535,               0.001535,               0.001535
                      6,                0.68008,                0.45285,                0.82335,                0.94617,                0.83777,                0.86356,                0.64099,                0.55727,                0.36317,                0.80288,               0.001502,               0.001502,               0.001502
                      7,                0.64024,                0.41182,                0.81813,                0.97025,                0.83749,                0.86647,                0.63775,                0.51715,                0.34182,                0.79714,               0.001469,               0.001469,               0.001469
                      8,                0.62625,                 0.3926,                0.81537,                0.97687,                0.84719,                0.87314,                0.65876,                0.51481,                0.33045,                0.79579,               0.001436,               0.001436,               0.001436
                      9,                0.61153,                0.37795,                0.81299,                0.97508,                0.84329,                0.87965,                0.64969,                0.55997,                0.35022,                0.80521,              0.0014029,              0.0014029,              0.0014029
                     10,                  0.607,                0.37393,                  0.814,                 0.9838,                0.83804,                0.87445,                0.67175,                0.47374,                0.33434,                0.79058,              0.0013699,              0.0013699,              0.0013699
                     11,                0.58806,                0.36184,                 0.8089,                0.98379,                0.84298,                0.89146,                0.68557,                0.48576,                0.31698,                0.79367,              0.0013369,              0.0013369,              0.0013369
                     12,                0.59734,                0.35616,                0.81142,                0.98744,                 0.8475,                0.88745,                 0.6732,                0.48554,                 0.3144,                0.79277,              0.0013039,              0.0013039,              0.0013039
                     13,                 0.5823,                 0.3455,                 0.8082,                0.95305,                0.86818,                0.89467,                0.68236,                0.48591,                0.31158,                0.79064,              0.0012709,              0.0012709,              0.0012709
                     14,                0.57241,                0.33756,                0.80747,                0.98581,                 0.8414,                0.89192,                0.67886,                0.49697,                0.31701,                0.79258,              0.0012379,              0.0012379,              0.0012379
                     15,                0.56446,                 0.3282,                0.80606,                0.98227,                0.86209,                0.89905,                0.69829,                0.46421,                0.29823,                0.78869,              0.0012049,              0.0012049,              0.0012049
                     16,                 0.5677,                0.33352,                0.80662,                0.97328,                0.86627,                0.89831,                0.67486,                0.45836,                0.29734,                0.78808,              0.0011719,              0.0011719,              0.0011719
                     17,                0.56037,                0.32322,                0.80552,                0.98097,                0.87277,                 0.9037,                0.69629,                0.44668,                0.29024,                0.78694,              0.0011389,              0.0011389,              0.0011389
                     18,                0.55387,                0.31714,                0.80577,                 0.9765,                0.85429,                0.90082,                0.70935,                0.45799,                0.29369,                0.78747,              0.0011059,              0.0011059,              0.0011059
                     19,                0.55181,                0.31378,                0.80261,                0.96425,                0.88406,                 0.9009,                 0.7055,                0.45351,                 0.2891,                0.78617,              0.0010729,              0.0010729,              0.0010729
                     20,                0.54488,                0.30891,                0.80235,                0.97476,                0.86794,                0.91146,                0.72543,                0.44946,                0.28606,                0.78612,              0.0010399,              0.0010399,              0.0010399
                     21,                 0.5389,                0.30184,                 0.8018,                0.96638,                0.87679,                0.90653,                0.70998,                0.44969,                0.28013,                0.78642,              0.0010069,              0.0010069,              0.0010069
                     22,                0.53585,                0.30266,                0.80098,                0.98347,                0.86181,                0.90676,                0.71544,                0.44483,                0.28012,                0.78574,             0.00097386,             0.00097386,             0.00097386
                     23,                0.54311,                0.30096,                0.80245,                0.97421,                0.87565,                0.90647,                0.71448,                0.44253,                 0.2719,                 0.7856,             0.00094085,             0.00094085,             0.00094085
                     24,                0.53205,                0.29516,                0.80052,                0.96823,                0.87828,                0.91408,                0.71019,                0.43116,                 0.2693,                0.78394,             0.00090785,             0.00090785,             0.00090785
                     25,                0.52695,                0.29221,                 0.7989,                0.98116,                0.87075,                0.91058,                0.72424,                0.43334,                0.27307,                0.78392,             0.00087484,             0.00087484,             0.00087484
                     26,                 0.5281,                0.29489,                0.80056,                0.96554,                0.88747,                0.91417,                0.72354,                0.42774,                  0.269,                0.78404,             0.00084184,             0.00084184,             0.00084184
                     27,                0.52248,                0.28891,                0.79946,                0.98025,                0.86862,                0.91003,                0.71667,                0.43036,                0.26559,                0.78338,             0.00080883,             0.00080883,             0.00080883
                     28,                0.51203,                0.28328,                 0.7978,                0.97186,                0.87974,                0.91726,                0.73204,                0.42607,                0.26448,                0.78293,             0.00077582,             0.00077582,             0.00077582
                     29,                0.52325,                0.28643,                0.79836,                0.97044,                0.88735,                0.92321,                0.71467,                0.43686,                0.26006,                0.78408,             0.00074282,             0.00074282,             0.00074282
                     30,                0.51607,                0.28143,                0.79882,                0.96099,                0.89785,                0.92379,                0.73123,                0.42836,                0.25775,                0.78226,             0.00070981,             0.00070981,             0.00070981
                     31,                0.51042,                0.27963,                0.79643,                0.98294,                0.88085,                0.92312,                 0.7332,                0.41827,                0.25847,                0.78173,              0.0006768,              0.0006768,              0.0006768
                     32,                0.50659,                0.27475,                0.79716,                0.96353,                0.89565,                0.92398,                0.73132,                0.41697,                0.25022,                0.78169,              0.0006438,              0.0006438,              0.0006438
                     33,                0.50513,                0.27383,                0.79696,                0.98375,                0.89174,                0.92055,                0.73152,                0.42176,                0.25319,                0.78163,             0.00061079,             0.00061079,             0.00061079
                     34,                0.50516,                0.27458,                0.79608,                0.97551,                0.88653,                 0.9256,                0.72967,                 0.4178,                0.25413,                 0.7809,             0.00057778,             0.00057778,             0.00057778
