                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3913,                 14.958,                0.80517,                0.73089,                0.25363,                 0.3634,                0.07491,                 3.2214,                 1.9661,                 0.8894,               0.063452,              0.0028271,              0.0028271
                      2,                 2.3255,                 1.1382,                0.78577,                0.81461,                0.64971,                0.77357,                0.34625,                  2.045,                 1.2866,                0.76247,               0.026137,              0.0055115,              0.0055115
                      3,                 2.3434,                  1.229,                0.80219,                0.66393,                0.36187,                0.40892,                0.14792,                 3.0135,                 3.7208,                 1.0033,              0.0067073,              0.0067073,              0.0067073
                      4,                 2.1923,                 1.0086,                0.79033,                0.78759,                0.66148,                0.75611,                0.33937,                 1.9831,                 1.1387,                0.76132,              0.0064709,              0.0064709,              0.0064709
                      5,                 2.1777,                 1.0139,                0.78825,                0.84289,                0.60539,                0.73098,                0.30274,                 2.0656,                 1.6054,                0.75823,              0.0062346,              0.0062346,              0.0062346
                      6,                 1.9172,                 0.8668,                0.76716,                0.89312,                0.82879,                0.90856,                0.45147,                  1.812,                0.86024,                0.74109,              0.0059982,              0.0059982,              0.0059982
                      7,                 1.8124,                0.75592,                0.76349,                0.89987,                0.88327,                 0.9285,                0.48813,                 1.5949,                0.72752,                0.74291,              0.0057618,              0.0057618,              0.0057618
                      8,                 1.8599,                0.77017,                0.77231,                0.92625,                0.83072,                 0.9141,                0.48399,                 1.5007,                 1.0119,                0.73184,              0.0055255,              0.0055255,              0.0055255
                      9,                 1.7645,                0.69332,                0.76682,                 0.9274,                0.87938,                0.93527,                0.47462,                 1.5606,                0.72947,                0.73786,              0.0052891,              0.0052891,              0.0052891
                     10,                 1.7751,                0.70811,                0.75269,                0.92499,                0.91169,                0.94221,                0.52657,                 1.5498,                0.61563,                0.73567,              0.0050528,              0.0050528,              0.0050528
                     11,                 1.7828,                0.69369,                0.76265,                0.94531,                0.88716,                0.94414,                0.48413,                 1.5987,                0.72032,                0.73766,              0.0048164,              0.0048164,              0.0048164
                     12,                 1.7288,                0.68557,                0.75167,                0.93713,                0.84825,                0.89911,                0.43195,                 1.6643,                0.93299,                0.74081,                0.00458,                0.00458,                0.00458
                     13,                 1.6611,                0.61025,                0.74243,                0.95732,                 0.9144,                0.95965,                0.55033,                 1.3417,                0.59883,                0.72603,              0.0043437,              0.0043437,              0.0043437
                     14,                 1.6194,                0.64595,                0.75278,                0.95092,                0.83658,                0.92329,                0.49019,                  1.556,                0.71121,                0.73616,              0.0041073,              0.0041073,              0.0041073
                     15,                 1.6428,                0.63203,                0.74537,                0.95868,                0.90283,                0.95576,                0.54935,                 1.3351,                0.59291,                0.72763,              0.0038709,              0.0038709,              0.0038709
                     16,                 1.6091,                 0.6083,                0.74852,                0.95618,                0.89883,                0.95951,                0.52681,                 1.5203,                0.58761,                0.73028,              0.0036346,              0.0036346,              0.0036346
                     17,                 1.5437,                0.56911,                0.74197,                0.96429,                0.92607,                0.97932,                0.50819,                 1.5931,                0.57483,                0.73138,              0.0033982,              0.0033982,              0.0033982
                     18,                 1.5475,                0.57054,                0.73949,                0.95908,                0.89105,                0.94786,                0.56376,                 1.3131,                0.69094,                0.72279,              0.0031619,              0.0031619,              0.0031619
                     19,                  1.568,                0.58769,                0.73775,                0.93755,                0.90661,                0.95899,                0.47445,                 1.5284,                0.57918,                0.72819,              0.0029255,              0.0029255,              0.0029255
                     20,                 1.4929,                0.55374,                0.73978,                0.95652,                0.94155,                0.97006,                0.57784,                  1.331,                0.53103,                0.72166,              0.0026891,              0.0026891,              0.0026891
                     21,                 1.4184,                0.53211,                0.74618,                0.94866,                0.93468,                0.96911,                0.56274,                 1.3297,                0.58679,                0.72348,              0.0024528,              0.0024528,              0.0024528
                     22,                 1.4472,                0.54106,                0.73824,                0.95613,                 0.8716,                0.94737,                0.50839,                 1.4582,                0.64137,                0.72528,              0.0022164,              0.0022164,              0.0022164
                     23,                 1.4197,                0.52695,                0.74469,                0.97872,                0.91051,                0.97527,                0.60665,                 1.1658,                 0.4901,                0.71615,              0.0019801,              0.0019801,              0.0019801
                     24,                 1.3899,                0.52821,                0.73667,                0.96358,                0.92651,                0.96831,                 0.5489,                 1.3047,                0.51425,                0.71875,              0.0017437,              0.0017437,              0.0017437
                     25,                 1.3817,                0.49686,                 0.7422,                0.96412,                0.93774,                0.98011,                0.61288,                 1.1544,                0.48212,                0.71446,              0.0015073,              0.0015073,              0.0015073
                     26,                 1.3943,                0.49873,                0.73557,                0.96691,                0.94163,                0.96928,                0.48811,                 1.6144,                0.56996,                0.72665,               0.001271,               0.001271,               0.001271
                     27,                 1.4124,                0.48916,                0.74391,                0.96477,                0.96887,                0.98206,                0.53873,                 1.3564,                 0.4877,                0.71838,              0.0010346,              0.0010346,              0.0010346
                     28,                 1.3165,                0.47495,                0.73209,                 0.9535,                0.95744,                0.97479,                0.59642,                 1.1923,                0.47464,                0.71806,             0.00079826,             0.00079826,             0.00079826
                     29,                 1.2847,                0.46301,                0.73128,                0.97991,                0.94897,                0.97851,                0.60395,                 1.2364,                0.45889,                0.71401,              0.0005619,              0.0005619,              0.0005619
                     30,                 1.3039,                0.46377,                0.73135,                0.97578,                0.94047,                0.97727,                0.61473,                 1.1655,                0.46207,                0.71172,             0.00032554,             0.00032554,             0.00032554
