                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.92421,                0.42835,                0.83428,                0.98027,                0.96641,                0.98715,                0.65335,                0.80257,                0.43191,                0.80362,             0.00062673,             0.00062673,             0.00062673
                      2,                 0.9543,                 0.4324,                 0.8306,                0.96021,                0.96887,                0.98475,                0.62309,                0.86457,                 0.4396,                0.80896,              0.0012602,              0.0012602,              0.0012602
                      3,                0.98989,                0.45521,                0.82966,                0.96508,                0.96796,                0.98443,                0.62844,                0.90713,                0.50058,                0.81033,              0.0018911,              0.0018911,              0.0018911
                      4,                0.97996,                 0.4655,                0.82294,                0.94906,                0.94241,                0.97529,                 0.5619,                 1.0275,                0.51049,                0.81689,              0.0019881,              0.0019881,              0.0019881
                      5,                0.99813,                0.46418,                0.82991,                0.96875,                0.96495,                0.98397,                 0.5884,                 1.0004,                0.49115,                0.81398,              0.0019842,              0.0019842,              0.0019842
                      6,                0.96437,                0.43982,                0.83127,                0.98803,                0.96322,                0.98731,                0.60387,                0.89208,                0.46608,                0.80754,              0.0019802,              0.0019802,              0.0019802
                      7,                0.97259,                0.45418,                0.82974,                 0.9435,                0.96109,                0.97097,                0.55898,                 1.0335,                 0.5353,                0.81938,              0.0019762,              0.0019762,              0.0019762
                      8,                0.99924,                0.48283,                0.82992,                0.93409,                0.95331,                0.97356,                0.59445,                0.96443,                0.52905,                 0.8144,              0.0019723,              0.0019723,              0.0019723
                      9,                 1.0092,                0.46573,                0.83076,                0.99018,                0.93774,                  0.982,                 0.5985,                0.97642,                0.58778,                0.81568,              0.0019683,              0.0019683,              0.0019683
                     10,                0.96794,                0.45623,                  0.828,                0.96708,                0.91452,                0.96952,                0.59403,                0.99881,                 0.6331,                0.81292,              0.0019644,              0.0019644,              0.0019644
                     11,                0.98106,                0.44603,                0.83495,                0.97285,                 0.9572,                0.98408,                0.61756,                0.89497,                0.44746,                0.81121,              0.0019604,              0.0019604,              0.0019604
