                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.49967,                0.33624,                0.81185,                0.87759,                0.88962,                0.90237,                0.73107,                0.56193,                 0.3456,                0.83021,             8.3692e-05,             8.3692e-05,             8.3692e-05
                      2,                0.55471,                0.35364,                0.82297,                 0.8715,                 0.8842,                0.89958,                0.71667,                0.59536,                0.35785,                0.83525,             0.00016819,             0.00016819,             0.00016819
                      3,                0.61216,                0.38049,                0.83526,                0.88944,                0.87622,                0.90185,                0.70514,                0.63277,                0.36965,                0.84566,             0.00025184,             0.00025184,             0.00025184
                      4,                0.65499,                0.39283,                0.84605,                0.87187,                0.88012,                0.90155,                0.71542,                0.61949,                0.36851,                 0.8415,              0.0002522,              0.0002522,              0.0002522
                      5,                 0.6382,                0.38897,                0.83614,                0.89111,                 0.8685,                0.90145,                0.70723,                0.64421,                0.36693,                0.84637,             0.00025093,             0.00025093,             0.00025093
                      6,                 0.6348,                0.38415,                0.83834,                0.87182,                0.88386,                0.90251,                0.69023,                0.75285,                0.38638,                0.87315,             0.00024966,             0.00024966,             0.00024966
                      7,                0.62919,                0.37854,                0.83876,                 0.8693,                0.87471,                0.90127,                0.70403,                0.59905,                0.35944,                0.84033,              0.0002484,              0.0002484,              0.0002484
                      8,                0.62618,                0.38155,                0.83686,                0.86818,                 0.8789,                0.90137,                0.69865,                0.60708,                0.35749,                0.83789,             0.00024713,             0.00024713,             0.00024713
                      9,                0.62868,                 0.3813,                0.83985,                0.89123,                0.87548,                0.90316,                0.70536,                0.69798,                0.37429,                 0.8554,             0.00024586,             0.00024586,             0.00024586
                     10,                0.61986,                0.37837,                0.83471,                0.86446,                0.88232,                 0.9019,                0.71568,                0.59685,                 0.3708,                0.83908,              0.0002446,              0.0002446,              0.0002446
                     11,                0.61826,                 0.3773,                0.83675,                0.86942,                0.88272,                0.90013,                0.70967,                0.56408,                0.34395,                0.83055,             0.00024333,             0.00024333,             0.00024333
                     12,                 0.6373,                0.38117,                0.83992,                0.88631,                0.88184,                0.90273,                0.71508,                0.60235,                0.35824,                0.83829,             0.00024206,             0.00024206,             0.00024206
                     13,                 0.6509,                0.38951,                0.84005,                0.87203,                0.89227,                0.90356,                0.71957,                0.58822,                0.35304,                0.83888,             0.00024079,             0.00024079,             0.00024079
                     14,                0.59957,                0.37158,                0.83354,                0.89358,                 0.8703,                0.90107,                0.69492,                0.65522,                  0.358,                0.85274,             0.00023953,             0.00023953,             0.00023953
                     15,                0.63738,                0.38082,                0.83832,                0.87484,                 0.8874,                0.90323,                0.70927,                0.69998,                0.37635,                0.85894,             0.00023826,             0.00023826,             0.00023826
                     16,                0.61812,                0.37434,                0.83611,                0.87505,                0.88168,                0.90147,                0.72841,                0.62593,                 0.3577,                0.84427,             0.00023699,             0.00023699,             0.00023699
                     17,                0.61735,                0.37132,                0.83633,                0.86534,                0.89202,                0.90164,                0.71783,                0.62189,                0.35816,                0.84677,             0.00023572,             0.00023572,             0.00023572
                     18,                0.63041,                0.37815,                0.84012,                0.88276,                0.87183,                0.90228,                0.70507,                0.65168,                0.36329,                0.84596,             0.00023446,             0.00023446,             0.00023446
                     19,                0.62397,                0.37344,                0.83824,                0.86798,                0.88947,                0.90324,                0.73029,                0.61717,                0.34725,                0.84542,             0.00023319,             0.00023319,             0.00023319
                     20,                0.62044,                 0.3737,                0.83964,                0.89144,                0.87877,                0.90286,                0.73958,                0.58646,                0.34928,                0.83288,             0.00023192,             0.00023192,             0.00023192
                     21,                0.61188,                0.37226,                0.83371,                 0.8723,                0.89921,                0.90292,                 0.7246,                0.58364,                0.34182,                0.83625,             0.00023066,             0.00023066,             0.00023066
                     22,                0.60226,                0.36132,                0.83326,                0.88002,                0.89008,                0.90343,                0.73217,                0.56531,                0.34485,                0.82948,             0.00022939,             0.00022939,             0.00022939
                     23,                0.60392,                0.36549,                0.83649,                0.89111,                0.88985,                0.90209,                0.71982,                0.60471,                0.34252,                0.83971,             0.00022812,             0.00022812,             0.00022812
                     24,                0.60935,                0.36338,                0.83376,                0.86046,                 0.8889,                 0.9018,                0.75164,                0.56638,                0.33999,                0.83158,             0.00022685,             0.00022685,             0.00022685
                     25,                0.59825,                0.36389,                0.83122,                0.88113,                0.88749,                0.90379,                0.71813,                0.72782,                0.36799,                0.86641,             0.00022559,             0.00022559,             0.00022559
                     26,                0.59662,                0.36204,                0.83282,                0.88838,                0.87789,                0.90388,                0.76411,                0.57237,                0.34054,                 0.8323,             0.00022432,             0.00022432,             0.00022432
                     27,                0.59838,                0.35723,                0.83412,                0.88649,                0.88107,                0.90192,                0.74024,                 0.5906,                0.34736,                0.83622,             0.00022305,             0.00022305,             0.00022305
                     28,                0.62017,                0.36773,                0.83804,                0.87558,                0.88743,                0.90189,                0.73221,                0.59267,                0.34198,                0.84034,             0.00022179,             0.00022179,             0.00022179
                     29,                0.59665,                0.35486,                0.83226,                0.88012,                0.87803,                 0.9007,                0.73211,                 0.5985,                0.33616,                0.83583,             0.00022052,             0.00022052,             0.00022052
