                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.049,                 1.3951,                 0.9999,                 0.9974,                0.99238,                0.99498,                0.88304,                0.48524,                0.35662,                0.79419,             0.00066298,             0.00066298,             0.00066298
                      2,                0.54986,                0.35017,                0.80531,                 0.9979,                 0.9956,                  0.995,                0.89197,                0.45746,                0.30921,                0.78836,              0.0011103,              0.0011103,              0.0011103
                      3,                0.53937,                0.32785,                0.80301,                0.99881,                 0.9952,                  0.995,                0.89291,                0.46691,                0.31125,                0.78859,              0.0013375,              0.0013375,              0.0013375
                      4,                0.53041,                0.31441,                0.80148,                0.99766,                0.99711,                  0.995,                0.89821,                0.43706,                0.28335,                0.78609,                0.00101,                0.00101,                0.00101
                      5,                0.52145,                0.30202,                0.79962,                0.99766,                0.99697,                  0.995,                0.90209,                0.43753,                0.27604,                0.78507,                0.00068,                0.00068,                0.00068
                      6,                0.52119,                 0.2968,                0.80077,                 0.9984,                  0.997,                  0.995,                0.90493,                0.42807,                0.27189,                0.78455,                0.00035,                0.00035,                0.00035
