                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.5172,                 16.718,                 1.1472,                0.35313,                0.43969,                0.46621,                0.26254,                 2.4382,                 3.3725,                 1.1249,               0.064583,              0.0025352,              0.0025352
                      2,                 2.1881,                 1.1568,                 1.1039,                0.35313,                0.43969,                0.46621,                0.26254,                 5.3239,                 3.7349,                 3.5551,               0.028436,              0.0049422,              0.0049422
                      3,                 2.0283,                 1.1322,                 1.0824,                0.82671,                0.77432,                0.82764,                0.35815,                 2.0457,                 3.8087,                  1.084,              0.0062398,              0.0062398,              0.0062398
                      4,                 1.9849,                0.99005,                 1.0905,                0.83888,                0.81036,                 0.8706,                0.41176,                 1.9992,                  3.033,                 1.0721,              0.0060197,              0.0060197,              0.0060197
                      5,                  1.909,                0.92205,                 1.0804,                0.87296,                0.88233,                0.90626,                0.46714,                 1.6271,                 1.2387,                 1.0376,              0.0057996,              0.0057996,              0.0057996
                      6,                 1.8214,                0.84034,                 1.0627,                0.85321,                0.70428,                0.76741,                 0.2876,                 2.2475,                 1.1612,                 1.0805,              0.0055795,              0.0055795,              0.0055795
                      7,                  1.795,                0.83705,                 1.0722,                0.96354,                0.90661,                0.95069,                0.50017,                 1.5648,                0.73772,                 1.0431,              0.0053594,              0.0053594,              0.0053594
                      8,                 1.7131,                0.76786,                 1.0689,                0.96024,                 0.8457,                0.91355,                0.43026,                  1.841,                 1.4534,                 1.0572,              0.0051393,              0.0051393,              0.0051393
                      9,                  1.763,                0.75114,                 1.0605,                0.95343,                0.87621,                0.93118,                0.53431,                 1.4049,                0.73759,                 1.0371,              0.0049192,              0.0049192,              0.0049192
                     10,                 1.6828,                0.74655,                 1.0478,                 0.9448,                0.91051,                0.94954,                0.53289,                 1.4712,                0.78435,                 1.0298,              0.0046991,              0.0046991,              0.0046991
                     11,                 1.7533,                0.74825,                 1.0587,                0.93751,                0.87938,                0.94066,                   0.47,                 1.6874,                 1.0603,                 1.0395,               0.004479,               0.004479,               0.004479
                     12,                  1.712,                  0.715,                 1.0502,                0.96139,                0.88716,                0.95103,                  0.527,                 1.5259,                0.73091,                 1.0341,              0.0042589,              0.0042589,              0.0042589
                     13,                  1.649,                0.69851,                 1.0477,                0.97262,                0.89105,                0.95435,                0.55295,                 1.3824,                 0.8111,                 1.0234,              0.0040388,              0.0040388,              0.0040388
                     14,                 1.6083,                0.67307,                 1.0514,                0.96915,                0.89105,                0.96316,                0.50329,                 1.5912,                0.79801,                 1.0364,              0.0038187,              0.0038187,              0.0038187
                     15,                 1.5938,                0.67437,                 1.0378,                0.96354,                0.92536,                0.96064,                0.56586,                 1.3486,                0.67822,                 1.0196,              0.0035985,              0.0035985,              0.0035985
                     16,                 1.5621,                0.65172,                 1.0564,                0.96755,                0.92829,                 0.9719,                0.56412,                 1.3886,                0.67014,                 1.0265,              0.0033784,              0.0033784,              0.0033784
                     17,                 1.5544,                 0.6421,                 1.0443,                0.97936,                0.93774,                0.96993,                0.48693,                 1.5272,                 0.6884,                 1.0234,              0.0031583,              0.0031583,              0.0031583
                     18,                 1.5955,                0.64891,                 1.0453,                0.96396,                0.93659,                0.97263,                0.56015,                 1.4959,                  0.638,                 1.0273,              0.0029382,              0.0029382,              0.0029382
                     19,                 1.5697,                0.63569,                 1.0371,                0.97546,                0.92785,                 0.9665,                0.53716,                  1.438,                0.67355,                 1.0229,              0.0027181,              0.0027181,              0.0027181
                     20,                  1.507,                0.60931,                 1.0254,                0.97516,                0.92996,                 0.9683,                0.55842,                 1.4142,                 0.6443,                 1.0236,               0.002498,               0.002498,               0.002498
                     21,                 1.4739,                 0.6282,                 1.0345,                0.96162,                0.92218,                0.95887,                0.53231,                 1.3993,                0.66022,                  1.025,              0.0022779,              0.0022779,              0.0022779
                     22,                 1.4908,                0.59032,                 1.0409,                0.95775,                0.96498,                 0.9805,                0.59059,                 1.2939,                0.58465,                 1.0144,              0.0020578,              0.0020578,              0.0020578
                     23,                 1.4719,                0.59906,                 1.0399,                0.95608,                 0.9317,                0.97448,                0.50134,                 1.5835,                0.64118,                 1.0332,              0.0018377,              0.0018377,              0.0018377
                     24,                 1.4141,                0.57909,                 1.0296,                0.97517,                0.94163,                0.97833,                0.53889,                 1.4216,                0.62551,                 1.0247,              0.0016176,              0.0016176,              0.0016176
                     25,                 1.4443,                0.57112,                  1.049,                0.97763,                0.93774,                0.98203,                0.51612,                  1.496,                0.62586,                 1.0252,              0.0013975,              0.0013975,              0.0013975
                     26,                   1.42,                0.56828,                 1.0326,                0.96292,                0.90952,                0.96394,                0.50831,                 1.4822,                 0.6533,                 1.0235,              0.0011774,              0.0011774,              0.0011774
                     27,                 1.4038,                0.54665,                 1.0388,                0.96946,                0.94553,                0.98311,                0.65192,                 1.1174,                 0.5216,                 1.0088,              0.0009573,              0.0009573,              0.0009573
                     28,                 1.3867,                 0.5318,                 1.0314,                0.98336,                0.91988,                0.98033,                0.58052,                 1.2623,                0.56078,                 1.0156,              0.0007372,              0.0007372,              0.0007372
                     29,                  1.385,                0.52016,                 1.0241,                0.97185,                0.94028,                0.98133,                0.57657,                 1.3974,                0.56501,                 1.0185,             0.00051709,             0.00051709,             0.00051709
                     30,                 1.3528,                0.51058,                 1.0312,                0.98364,                0.93578,                0.98215,                0.61778,                  1.215,                0.54267,                 1.0113,             0.00029699,             0.00029699,             0.00029699
