                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5229,                 3.6507,                0.80411,                0.94336,                0.86381,                0.93199,                0.55594,                 1.2726,                 1.6564,                0.78099,             0.00066146,             0.00066146,             0.00066146
                      2,                 1.5884,                 2.2885,                 0.8125,                0.92097,                0.88716,                0.92975,                0.50681,                 1.4098,                0.82677,                0.78008,               0.001315,               0.001315,               0.001315
                      3,                 1.6801,                 1.5883,                0.81669,                0.94882,                0.88716,                  0.947,                0.53047,                 1.3941,                 0.6957,                0.78698,              0.0019553,              0.0019553,              0.0019553
                      4,                 1.5654,                 1.1956,                0.81641,                0.94251,                0.85603,                0.95046,                0.54389,                 1.3705,                0.72446,                0.78423,              0.0019406,              0.0019406,              0.0019406
                      5,                 1.5944,                 0.9661,                0.81921,                0.96211,                0.88929,                0.93831,                0.51534,                 1.4603,                0.70786,                0.78947,              0.0019208,              0.0019208,              0.0019208
                      6,                 1.5603,                0.89641,                0.81949,                 0.9627,                0.89883,                 0.9609,                0.51371,                 1.4854,                0.67487,                0.79345,               0.001901,               0.001901,               0.001901
                      7,                 1.6449,                0.84933,                0.82002,                0.96793,                0.89494,                0.95939,                 0.5488,                 1.3825,                0.66834,                0.78902,              0.0018812,              0.0018812,              0.0018812
                      8,                  1.597,                0.78712,                0.81524,                0.97107,                0.91425,                0.95919,                0.57934,                 1.2328,                0.65414,                0.78801,              0.0018614,              0.0018614,              0.0018614
                      9,                 1.5489,                0.80091,                0.81703,                0.95799,                0.88728,                0.95579,                0.56562,                 1.2835,                0.71091,                0.78225,              0.0018416,              0.0018416,              0.0018416
                     10,                 1.4767,                0.74869,                0.80643,                0.97636,                0.90272,                0.95716,                0.58679,                 1.3063,                0.66685,                0.78719,              0.0018218,              0.0018218,              0.0018218
                     11,                 1.5512,                 0.7431,                0.80829,                0.97872,                0.89492,                0.96391,                0.57458,                 1.2862,                0.64129,                0.78613,               0.001802,               0.001802,               0.001802
                     12,                 1.4791,                0.69781,                0.80675,                0.94098,                0.93051,                0.96142,                0.57167,                 1.2747,                0.66955,                0.78781,              0.0017822,              0.0017822,              0.0017822
                     13,                 1.4765,                0.69698,                0.81492,                0.96062,                0.90272,                0.95743,                0.56479,                 1.3598,                0.66252,                0.78929,              0.0017624,              0.0017624,              0.0017624
                     14,                 1.5309,                0.75044,                0.80776,                0.93534,                0.92607,                0.95898,                0.52585,                 1.4678,                0.66546,                0.79472,              0.0017426,              0.0017426,              0.0017426
                     15,                 1.4609,                0.68333,                 0.8045,                0.93755,                0.93458,                0.96434,                0.59709,                 1.1466,                0.60441,                0.77699,              0.0017228,              0.0017228,              0.0017228
                     16,                 1.4421,                0.68395,                0.81094,                 0.9728,                0.92996,                0.97266,                0.60525,                 1.1695,                0.57418,                0.78947,               0.001703,               0.001703,               0.001703
                     17,                 1.4077,                0.62733,                0.81296,                0.94591,                0.92607,                0.96451,                0.56608,                  1.338,                0.61718,                0.78634,              0.0016832,              0.0016832,              0.0016832
                     18,                 1.4158,                0.63773,                0.80176,                0.95856,                0.93385,                0.97175,                 0.5956,                 1.2517,                0.62546,                0.78386,              0.0016634,              0.0016634,              0.0016634
                     19,                 1.4108,                0.66262,                0.81324,                0.93538,                0.90118,                0.96219,                0.60985,                  1.248,                 0.6633,                0.78674,              0.0016436,              0.0016436,              0.0016436
                     20,                   1.41,                0.67141,                0.80311,                 0.9505,                0.94163,                0.97409,                0.55106,                 1.2022,                0.62506,                0.78746,              0.0016238,              0.0016238,              0.0016238
                     21,                 1.3953,                0.64219,                0.80613,                0.96071,                0.95154,                0.97606,                0.61944,                 1.1564,                0.59492,                0.77881,               0.001604,               0.001604,               0.001604
                     22,                  1.362,                0.63553,                0.80308,                0.94613,                0.90661,                0.96928,                0.62399,                 1.0791,                0.59943,                0.77997,              0.0015842,              0.0015842,              0.0015842
                     23,                 1.4294,                0.63458,                0.79901,                 0.9528,                0.94248,                 0.9657,                0.59312,                 1.2297,                0.59738,                0.78118,              0.0015644,              0.0015644,              0.0015644
                     24,                 1.3579,                0.59429,                0.81246,                0.95068,                 0.9572,                0.97109,                0.60243,                 1.1497,                0.57573,                0.78027,              0.0015446,              0.0015446,              0.0015446
                     25,                 1.4412,                0.62296,                0.80201,                0.97016,                0.92996,                0.97606,                0.61519,                 1.1373,                0.55899,                0.78176,              0.0015248,              0.0015248,              0.0015248
                     26,                 1.3444,                0.58544,                0.79458,                0.96154,                0.92607,                0.96485,                0.63431,                 1.0999,                0.57126,                0.77991,               0.001505,               0.001505,               0.001505
                     27,                 1.3162,                0.59126,                0.78819,                0.97095,                0.90272,                0.96646,                0.60361,                 1.1145,                0.55207,                0.77561,              0.0014852,              0.0014852,              0.0014852
                     28,                 1.3029,                0.58412,                0.80025,                0.97124,                0.94553,                0.97384,                0.62043,                  1.079,                 0.5941,                 0.7776,              0.0014654,              0.0014654,              0.0014654
                     29,                 1.3524,                0.57951,                0.80354,                0.96446,                0.92607,                0.97121,                0.61871,                 1.1896,                0.62823,                0.78483,              0.0014456,              0.0014456,              0.0014456
                     30,                 1.3302,                0.57265,                0.79683,                0.96945,                0.94163,                0.97423,                0.61954,                 1.0964,                0.57471,                0.78035,              0.0014258,              0.0014258,              0.0014258
                     31,                 1.3376,                0.57002,                0.80568,                0.96773,                0.93343,                0.97197,                0.65351,                 1.0533,                0.55831,                0.78282,               0.001406,               0.001406,               0.001406
                     32,                 1.3061,                0.57229,                0.80201,                0.95123,                 0.9144,                 0.9718,                0.63575,                 1.0859,                0.59249,                 0.7782,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.3171,                0.58566,                0.80144,                0.94152,                0.93965,                0.96323,                0.60567,                  1.089,                 0.5793,                0.78393,              0.0013664,              0.0013664,              0.0013664
                     34,                 1.2942,                 0.5642,                0.79821,                0.96056,                0.94777,                0.97188,                0.63084,                  1.136,                0.57648,                0.78082,              0.0013466,              0.0013466,              0.0013466
                     35,                 1.2885,                0.54543,                0.80106,                0.94121,                 0.9344,                0.96452,                0.59485,                 1.1746,                0.59415,                0.78017,              0.0013268,              0.0013268,              0.0013268
                     36,                 1.2894,                0.54066,                0.80678,                0.94602,                0.95477,                0.97014,                0.62074,                 1.1186,                0.55807,                0.78122,               0.001307,               0.001307,               0.001307
                     37,                 1.3217,                0.57303,                0.79646,                0.97013,                0.92607,                  0.975,                 0.6132,                 1.1788,                0.56138,                0.77985,              0.0012872,              0.0012872,              0.0012872
                     38,                 1.3155,                0.55613,                0.79504,                0.95359,                 0.9593,                0.97579,                 0.6296,                 1.0777,                0.54217,                0.78161,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.2793,                0.52903,                 0.8015,                0.95759,                0.96639,                0.97989,                 0.6477,                 1.1253,                0.52704,                0.78286,              0.0012476,              0.0012476,              0.0012476
                     40,                 1.2759,                0.55721,                0.79437,                0.97824,                0.95331,                0.98128,                0.67238,                 1.0045,                0.58198,                0.77665,              0.0012278,              0.0012278,              0.0012278
                     41,                 1.2521,                0.55745,                0.79204,                0.94619,                0.95794,                0.97839,                0.64565,                 1.0257,                0.54131,                0.77752,               0.001208,               0.001208,               0.001208
                     42,                 1.2558,                0.53538,                0.79791,                0.95782,                0.97276,                0.97915,                0.64747,                 1.0829,                0.52138,                0.77746,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.2508,                 0.5353,                0.79898,                0.97184,                0.93985,                0.97169,                0.64803,                 1.0366,                0.53456,                0.77737,              0.0011684,              0.0011684,              0.0011684
                     44,                 1.2612,                0.53883,                0.79092,                0.95711,                 0.9551,                0.97904,                0.65341,                 1.0321,                0.54407,                0.77679,              0.0011486,              0.0011486,              0.0011486
                     45,                 1.2205,                0.52032,                 0.7988,                0.96423,                0.96498,                0.98028,                0.65029,                0.99083,                0.49298,                0.78045,              0.0011288,              0.0011288,              0.0011288
                     46,                  1.214,                 0.5182,                0.79847,                0.97268,                0.94163,                0.97703,                0.65846,                 1.0158,                0.48506,                0.77678,               0.001109,               0.001109,               0.001109
                     47,                 1.2527,                0.52057,                0.79409,                0.96215,                0.93385,                0.97661,                 0.6191,                 1.0904,                0.56033,                0.78096,              0.0010892,              0.0010892,              0.0010892
                     48,                 1.2387,                0.51147,                0.79675,                0.94593,                0.96887,                0.97918,                0.63418,                 1.0323,                 0.5223,                0.77904,              0.0010694,              0.0010694,              0.0010694
                     49,                   1.23,                0.52453,                 0.7993,                0.97174,                0.93673,                0.97762,                 0.6298,                 1.0863,                0.53363,                0.78127,              0.0010496,              0.0010496,              0.0010496
                     50,                 1.2523,                0.53653,                0.79991,                 0.9626,                0.95331,                0.98023,                0.65023,                 1.0444,                0.51237,                0.77987,              0.0010298,              0.0010298,              0.0010298
                     51,                 1.2006,                 0.4929,                0.79662,                 0.9674,                0.94163,                 0.9729,                0.67233,                 1.0525,                0.52057,                0.78014,                0.00101,                0.00101,                0.00101
                     52,                 1.1942,                0.50628,                 0.7993,                0.96601,                0.96887,                 0.9865,                0.70096,                0.95366,                0.49589,                0.77902,              0.0009902,              0.0009902,              0.0009902
                     53,                 1.2243,                0.49022,                0.79449,                0.96504,                 0.9667,                0.97894,                0.65979,                 1.0395,                 0.5122,                0.78032,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.2151,                0.50701,                0.79732,                0.96018,                0.95331,                0.98091,                0.67999,                 1.0125,                0.49035,                0.77477,              0.0009506,              0.0009506,              0.0009506
                     55,                  1.177,                0.48405,                0.79886,                0.97462,                0.96498,                0.98434,                0.67714,                0.96439,                0.49149,                0.77506,              0.0009308,              0.0009308,              0.0009308
                     56,                 1.1909,                0.49353,                0.79471,                0.96478,                0.94553,                0.97629,                0.65941,                0.99381,                0.50203,                0.77763,               0.000911,               0.000911,               0.000911
                     57,                 1.1778,                0.48573,                0.79381,                0.96874,                0.96475,                0.98637,                0.67431,                 0.9855,                0.47668,                0.78163,              0.0008912,              0.0008912,              0.0008912
                     58,                 1.1962,                0.48459,                 0.7934,                0.97636,                0.96417,                0.98567,                0.69838,                0.97084,                0.49389,                0.77354,              0.0008714,              0.0008714,              0.0008714
                     59,                 1.1557,                0.47759,                 0.7963,                0.95043,                0.96979,                0.97948,                0.63787,                 1.0473,                0.50266,                0.78065,              0.0008516,              0.0008516,              0.0008516
                     60,                 1.1727,                0.48555,                0.78843,                0.96834,                0.95193,                0.97486,                0.66558,                 1.0372,                0.50495,                0.78049,              0.0008318,              0.0008318,              0.0008318
                     61,                 1.1545,                0.48996,                0.79254,                0.95041,                0.94553,                0.97461,                0.67428,                0.98771,                0.49692,                0.77744,               0.000812,               0.000812,               0.000812
                     62,                 1.1676,                0.48552,                0.79011,                0.97632,                0.96277,                0.98427,                0.68527,                 0.9849,                0.52989,                0.77805,              0.0007922,              0.0007922,              0.0007922
                     63,                 1.1686,                0.48624,                 0.7923,                0.96943,                0.96498,                0.98567,                0.68692,                0.95596,                0.48953,                0.77761,              0.0007724,              0.0007724,              0.0007724
                     64,                 1.1762,                0.48758,                0.79742,                0.97308,                0.96498,                0.98598,                0.68348,                0.98639,                0.49857,                 0.7771,              0.0007526,              0.0007526,              0.0007526
                     65,                  1.149,                0.46617,                0.79235,                0.97265,                0.96887,                0.98336,                0.67164,                0.99211,                0.48818,                0.77498,              0.0007328,              0.0007328,              0.0007328
                     66,                 1.1383,                0.46913,                0.79637,                0.96138,                0.96498,                0.98019,                0.69652,                0.94762,                0.50539,                0.77543,               0.000713,               0.000713,               0.000713
                     67,                 1.1677,                0.47716,                0.79243,                0.97205,                0.94729,                0.98169,                0.66926,                0.99241,                0.51187,                0.77523,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.1896,                0.48968,                0.78883,                0.96922,                0.96109,                0.98101,                0.67838,                0.95951,                 0.4832,                0.77557,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.1212,                0.45891,                0.78397,                  0.977,                 0.9572,                0.98553,                0.68396,                0.96812,                0.47961,                0.77575,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.1024,                0.45337,                0.79424,                0.96134,                0.96765,                0.98197,                0.69497,                0.91452,                0.48184,                0.77476,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.1412,                0.46926,                0.79059,                0.96875,                0.96486,                0.98384,                0.65223,                0.98655,                0.49553,                0.77622,               0.000614,               0.000614,               0.000614
                     72,                 1.1106,                0.46616,                0.78102,                0.98216,                 0.9572,                0.98477,                0.67941,                0.96913,                0.49795,                0.77486,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.1559,                0.46995,                0.79431,                0.96488,                0.96204,                0.98369,                0.67503,                0.96831,                0.49995,                0.77749,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.1249,                0.46575,                0.78639,                0.96902,                0.97378,                0.98472,                 0.6801,                0.98528,                0.51712,                0.77658,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.1184,                0.45633,                0.79289,                0.96799,                0.96109,                0.97965,                0.67926,                0.99696,                0.50867,                 0.7779,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.0857,                0.45195,                0.79319,                0.97931,                0.97665,                0.98792,                0.68357,                0.97164,                0.48425,                0.77862,               0.000515,               0.000515,               0.000515
                     77,                  1.076,                0.44519,                0.78311,                0.96183,                0.98046,                0.98749,                0.68811,                0.95453,                0.48019,                0.77616,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.0882,                0.43908,                0.79044,                0.97288,                0.97276,                0.98676,                 0.6929,                0.89139,                0.47244,                0.77508,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.0989,                0.44091,                0.78363,                0.96592,                0.97276,                0.98734,                0.69211,                0.95006,                0.47505,                0.77376,              0.0004556,              0.0004556,              0.0004556
