                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.66061,                0.46418,                0.84742,                0.83779,                0.89071,                0.89421,                0.70186,                0.60649,                0.40241,                 0.8442,             8.3692e-05,             8.3692e-05,             8.3692e-05
                      2,                0.68741,                0.46372,                0.85246,                0.86337,                0.88217,                0.89753,                0.69053,                0.66651,                0.42044,                0.85451,             0.00016568,             0.00016568,             0.00016568
                      3,                0.70682,                0.47465,                0.85865,                0.86946,                0.87023,                0.89751,                0.67861,                0.65055,                0.41386,                0.85408,             0.00024429,             0.00024429,             0.00024429
                      4,                0.73321,                0.48093,                0.86457,                0.87308,                0.87062,                0.89494,                0.68946,                0.68712,                0.42933,                0.86014,             0.00024079,             0.00024079,             0.00024079
                      5,                0.72137,                0.47551,                0.85704,                0.85303,                0.87513,                0.89444,                0.66965,                0.70644,                 0.4368,                0.86476,             0.00023572,             0.00023572,             0.00023572
                      6,                0.72843,                0.46954,                0.86053,                0.87111,                0.85371,                 0.8958,                0.66163,                0.71293,                0.42971,                0.86851,             0.00023066,             0.00023066,             0.00023066
                      7,                0.71965,                0.46299,                0.85894,                0.86401,                0.86653,                0.89802,                0.65707,                0.71396,                0.42844,                0.86674,             0.00022559,             0.00022559,             0.00022559
                      8,                0.70697,                 0.4595,                0.85675,                 0.8729,                0.85665,                0.89184,                0.67161,                 0.6656,                 0.4264,                0.85224,             0.00022052,             0.00022052,             0.00022052
                      9,                0.71383,                0.45666,                0.86028,                0.80697,                0.88865,                0.89373,                0.68372,                0.66621,                0.41822,                0.85277,             0.00021545,             0.00021545,             0.00021545
                     10,                 0.7007,                0.45163,                0.85487,                0.86963,                0.86566,                0.89638,                0.68942,                0.70347,                0.43348,                0.86442,             0.00021038,             0.00021038,             0.00021038
                     11,                0.69501,                0.44867,                0.85639,                0.86041,                0.86355,                0.89748,                0.69854,                0.61808,                0.39679,                0.84424,             0.00020531,             0.00020531,             0.00020531
                     12,                0.69127,                0.44431,                0.85473,                0.85495,                0.88076,                0.89677,                0.69941,                0.66743,                0.41231,                 0.8528,             0.00020024,             0.00020024,             0.00020024
                     13,                0.70596,                0.44828,                0.85477,                0.87715,                0.85717,                0.89825,                0.68479,                0.65525,                0.41723,                0.85411,             0.00019517,             0.00019517,             0.00019517
                     14,                0.67178,                0.43186,                0.85036,                  0.881,                0.86472,                0.89877,                0.70483,                0.64036,                0.39188,                0.84943,             0.00019011,             0.00019011,             0.00019011
                     15,                 0.6796,                0.43228,                0.84976,                0.87462,                0.86821,                0.89808,                0.72062,                0.63294,                0.39074,                0.84683,             0.00018504,             0.00018504,             0.00018504
                     16,                0.67264,                0.42924,                0.84929,                0.87089,                0.85031,                0.89209,                0.69724,                0.65963,                0.40156,                0.85115,             0.00017997,             0.00017997,             0.00017997
                     17,                0.66955,                0.42268,                0.84953,                0.87478,                0.85514,                0.89635,                 0.7198,                 0.5903,                0.37934,                0.83849,              0.0001749,              0.0001749,              0.0001749
                     18,                0.65891,                0.41858,                0.84735,                0.86514,                0.88652,                0.90151,                0.69619,                 0.6644,                0.39519,                0.84868,             0.00016983,             0.00016983,             0.00016983
                     19,                0.66193,                0.41328,                0.84708,                0.86657,                 0.8709,                0.89958,                0.71198,                0.61814,                0.37797,                0.84496,             0.00016476,             0.00016476,             0.00016476
                     20,                 0.6436,                0.41069,                0.84671,                0.87886,                0.87076,                0.89984,                0.73619,                0.60185,                0.37259,                0.83848,             0.00015969,             0.00015969,             0.00015969
