                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.59705,                0.37977,                0.81258,                0.97872,                 0.8309,                0.86987,                0.66985,                0.49074,                0.32693,                0.79519,              0.0005526,              0.0005526,              0.0005526
                      2,                 0.5956,                0.36642,                0.81153,                0.96169,                0.84919,                0.87214,                 0.6729,                0.49627,                0.31001,                0.79474,             0.00083397,             0.00083397,             0.00083397
                      3,                 0.5874,                0.35528,                0.81078,                0.96654,                0.84341,                0.87478,                0.68043,                0.48166,                0.31528,                0.79292,             0.00084028,             0.00084028,             0.00084028
                      4,                0.57882,                0.34357,                0.80957,                 0.9807,                0.83279,                0.87755,                0.68092,                0.47415,                 0.2975,                0.79138,             0.00042925,             0.00042925,             0.00042925
