                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.73098,                 0.4571,                0.83734,                0.96187,                0.82803,                 0.8531,                0.62554,                0.57478,                0.35888,                0.80815,              0.0005526,              0.0005526,              0.0005526
                      2,                0.69395,                0.42558,                0.82693,                0.96987,                0.82992,                0.85902,                0.65556,                 0.5241,                0.35621,                0.80049,              0.0010973,              0.0010973,              0.0010973
                      3,                0.67124,                0.40364,                0.82352,                0.98725,                0.83852,                0.86163,                0.65058,                0.54593,                0.33287,                0.80119,               0.001631,               0.001631,               0.001631
                      4,                0.65564,                 0.3834,                0.82065,                0.98109,                0.84259,                0.87487,                0.65368,                0.53229,                0.33277,                0.79934,              0.0016175,              0.0016175,              0.0016175
                      5,                0.63987,                0.36855,                0.81794,                0.97375,                0.84261,                0.87327,                0.66864,                0.51823,                 0.3159,                0.79759,               0.001601,               0.001601,               0.001601
                      6,                0.63462,                0.36422,                0.81892,                0.99019,                0.83971,                0.87802,                0.68291,                0.48901,                0.30851,                0.79504,              0.0015845,              0.0015845,              0.0015845
                      7,                0.60778,                0.34808,                0.81394,                0.99064,                0.83224,                 0.8771,                 0.6721,                0.49868,                0.31172,                0.79453,               0.001568,               0.001568,               0.001568
                      8,                0.60282,                0.34345,                0.81243,                0.98096,                0.83444,                0.87951,                0.68449,                0.48317,                0.30923,                0.79317,              0.0015515,              0.0015515,              0.0015515
                      9,                 0.6024,                0.33729,                 0.8121,                0.96564,                0.85885,                0.87895,                0.68991,                0.47809,                0.29698,                0.79277,               0.001535,               0.001535,               0.001535
                     10,                0.58595,                0.32989,                0.80996,                0.98897,                0.83613,                0.88255,                0.68156,                0.47965,                0.29485,                0.79153,              0.0015185,              0.0015185,              0.0015185
                     11,                0.58397,                0.32553,                0.80972,                0.95793,                  0.868,                0.88425,                0.68245,                0.49065,                0.29598,                0.79266,               0.001502,               0.001502,               0.001502
                     12,                 0.5804,                0.32468,                0.80899,                0.95685,                0.85964,                0.88803,                 0.6909,                0.46882,                0.28824,                 0.7905,              0.0014855,              0.0014855,              0.0014855
                     13,                0.57527,                0.32131,                0.80933,                0.95082,                0.87246,                0.89279,                 0.6658,                0.49351,                  0.297,                0.79369,               0.001469,               0.001469,               0.001469
                     14,                0.57008,                0.31554,                0.80772,                0.98136,                0.86372,                0.89571,                 0.7043,                0.46499,                 0.2806,                0.78885,              0.0014525,              0.0014525,              0.0014525
                     15,                0.56689,                 0.3095,                0.80741,                0.96873,                0.86862,                0.89477,                0.70277,                0.45811,                0.28111,                0.78938,               0.001436,               0.001436,               0.001436
                     16,                0.55871,                 0.3065,                0.80623,                0.97677,                0.86159,                0.89444,                 0.7124,                0.45607,                0.27751,                0.78804,              0.0014195,              0.0014195,              0.0014195
                     17,                0.55471,                0.30137,                0.80543,                0.97402,                0.87046,                0.89723,                0.70695,                0.44962,                0.27014,                0.78715,              0.0014029,              0.0014029,              0.0014029
                     18,                 0.5578,                0.30884,                0.80559,                 0.9853,                0.86812,                0.90006,                0.71749,                0.44663,                0.28117,                 0.7873,              0.0013864,              0.0013864,              0.0013864
                     19,                0.55523,                0.30772,                0.80545,                0.97764,                0.87667,                  0.903,                0.71977,                0.45243,                0.27906,                 0.7876,              0.0013699,              0.0013699,              0.0013699
                     20,                0.54942,                0.29974,                0.80491,                0.96493,                0.86631,                0.89981,                0.70503,                0.44689,                0.27457,                0.78673,              0.0013534,              0.0013534,              0.0013534
                     21,                0.55499,                0.30269,                 0.8055,                0.99385,                0.85757,                0.90441,                0.70932,                0.45582,                 0.2801,                0.78751,              0.0013369,              0.0013369,              0.0013369
                     22,                 0.5449,                0.29624,                0.80294,                0.96672,                0.87258,                0.90458,                0.72836,                0.45218,                 0.2692,                0.78713,              0.0013204,              0.0013204,              0.0013204
                     23,                0.54009,                 0.2918,                0.80347,                0.96714,                0.87961,                0.90656,                0.72973,                 0.4434,                0.26602,                0.78564,              0.0013039,              0.0013039,              0.0013039
                     24,                0.54337,                0.29274,                0.80289,                0.98006,                0.87776,                0.90747,                0.70821,                0.44099,                0.26548,                0.78592,              0.0012874,              0.0012874,              0.0012874
                     25,                0.53679,                 0.2933,                0.80237,                0.98277,                0.87874,                0.90567,                0.71709,                0.43951,                0.26662,                0.78562,              0.0012709,              0.0012709,              0.0012709
                     26,                0.53775,                0.29542,                0.80191,                0.97758,                0.87626,                0.90437,                0.72379,                0.43304,                0.26547,                0.78441,              0.0012544,              0.0012544,              0.0012544
                     27,                0.53211,                0.28766,                0.80071,                0.97948,                0.88107,                0.90923,                0.73593,                0.43588,                0.26354,                0.78432,              0.0012379,              0.0012379,              0.0012379
                     28,                0.53497,                0.28779,                0.80178,                0.97649,                0.87831,                0.90877,                0.72902,                0.43964,                0.26347,                0.78399,              0.0012214,              0.0012214,              0.0012214
                     29,                0.53504,                0.28698,                0.80128,                0.99104,                0.87683,                0.90524,                0.72372,                0.44335,                0.26853,                 0.7852,              0.0012049,              0.0012049,              0.0012049
                     30,                 0.5264,                0.28467,                0.80061,                0.97916,                0.87927,                0.91195,                0.73704,                0.43901,                0.26091,                0.78417,              0.0011884,              0.0011884,              0.0011884
                     31,                0.52619,                0.28339,                0.80064,                0.97023,                0.88379,                0.91084,                0.73193,                0.42797,                0.25487,                0.78359,              0.0011719,              0.0011719,              0.0011719
                     32,                0.52792,                0.28249,                0.80018,                0.97061,                0.88557,                0.91034,                0.72697,                0.43299,                0.25964,                0.78371,              0.0011554,              0.0011554,              0.0011554
                     33,                0.52533,                0.28151,                0.80054,                 0.9791,                 0.8878,                0.90654,                0.73077,                0.42706,                0.25738,                0.78304,              0.0011389,              0.0011389,              0.0011389
                     34,                0.52619,                0.28162,                 0.8004,                0.97494,                 0.8861,                0.91219,                0.73459,                0.42573,                0.25546,                0.78303,              0.0011224,              0.0011224,              0.0011224
                     35,                0.53002,                0.28469,                0.80154,                0.97316,                0.89412,                0.90829,                0.72693,                0.42621,                0.25807,                0.78333,              0.0011059,              0.0011059,              0.0011059
                     36,                0.52401,                0.27871,                0.79994,                0.96841,                0.88949,                0.91291,                0.73214,                0.42367,                0.25081,                0.78292,              0.0010894,              0.0010894,              0.0010894
                     37,                0.51503,                0.27547,                0.79957,                0.98044,                0.88735,                0.91329,                0.73527,                0.42201,                 0.2541,                0.78199,              0.0010729,              0.0010729,              0.0010729
                     38,                0.51375,                0.27409,                0.79767,                0.98773,                0.88526,                0.91572,                0.73887,                0.41738,                0.24938,                0.78191,              0.0010564,              0.0010564,              0.0010564
                     39,                0.51198,                0.27284,                0.79932,                0.98846,                0.88822,                0.91298,                0.72755,                0.42153,                0.25014,                0.78205,              0.0010399,              0.0010399,              0.0010399
                     40,                0.52147,                0.27838,                0.79774,                0.98375,                0.89967,                0.91582,                0.73535,                0.42561,                 0.2546,                0.78214,              0.0010234,              0.0010234,              0.0010234
                     41,                0.51779,                0.27206,                0.79865,                0.98198,                0.88729,                0.91546,                0.73803,                0.42424,                0.24797,                0.78226,              0.0010069,              0.0010069,              0.0010069
                     42,                0.50919,                0.27154,                0.79803,                0.97181,                0.89014,                0.91366,                 0.7405,                0.42116,                0.25459,                0.78229,             0.00099036,             0.00099036,             0.00099036
                     43,                0.51053,                0.27263,                  0.798,                0.98396,                0.88503,                0.91451,                0.74277,                0.41452,                0.25146,                0.78172,             0.00097386,             0.00097386,             0.00097386
                     44,                 0.5126,                0.26892,                0.79727,                0.98369,                0.89121,                0.91879,                0.74326,                0.41894,                0.24841,                0.78185,             0.00095736,             0.00095736,             0.00095736
                     45,                0.50766,                0.26712,                0.79753,                0.98308,                0.89534,                0.92061,                0.74574,                0.41117,                0.24678,                0.78108,             0.00094085,             0.00094085,             0.00094085
                     46,                0.50258,                 0.2651,                0.79715,                0.97327,                0.89377,                0.91277,                0.73954,                0.41432,                0.24654,                 0.7807,             0.00092435,             0.00092435,             0.00092435
                     47,                0.49952,                0.26399,                0.79516,                0.97558,                0.89032,                0.92277,                0.75021,                0.41068,                0.24239,                0.78074,             0.00090785,             0.00090785,             0.00090785
                     48,                0.50688,                0.26688,                0.79815,                 0.9779,                0.90608,                0.92712,                0.75124,                0.41239,                0.24427,                0.78086,             0.00089134,             0.00089134,             0.00089134
                     49,                0.51403,                0.26763,                0.79761,                 0.9821,                0.90175,                0.92173,                0.74622,                0.41929,                0.24143,                0.78151,             0.00087484,             0.00087484,             0.00087484
                     50,                0.50441,                0.26638,                 0.7971,                0.98151,                0.89551,                0.92171,                0.74972,                0.40746,                 0.2403,                 0.7805,             0.00085834,             0.00085834,             0.00085834
                     51,                0.50247,                0.26416,                0.79619,                0.97971,                0.90199,                0.92783,                0.74875,                0.41275,                0.23988,                0.78158,             0.00084184,             0.00084184,             0.00084184
                     52,                0.49418,                0.26128,                0.79518,                0.97864,                0.89647,                0.91677,                0.75143,                0.40147,                0.23475,                0.77989,             0.00082533,             0.00082533,             0.00082533
                     53,                0.49956,                0.26468,                0.79516,                0.98458,                0.89937,                0.92249,                0.73364,                0.40962,                0.24093,                0.78059,             0.00080883,             0.00080883,             0.00080883
                     54,                0.49957,                0.26343,                0.79602,                0.97786,                0.89955,                0.92321,                0.74357,                 0.4051,                0.23862,                0.78022,             0.00079233,             0.00079233,             0.00079233
                     55,                0.49315,                 0.2588,                0.79726,                0.96425,                0.90644,                0.93002,                0.75206,                0.40834,                0.23663,                0.78005,             0.00077582,             0.00077582,             0.00077582
                     56,                0.49036,                0.25841,                0.79531,                0.97891,                0.90395,                0.92191,                0.75143,                0.40357,                0.23637,                0.78005,             0.00075932,             0.00075932,             0.00075932
                     57,                0.49334,                0.25871,                0.79557,                0.97242,                0.90251,                0.92627,                0.75101,                 0.4042,                0.23721,                0.77971,             0.00074282,             0.00074282,             0.00074282
                     58,                0.49323,                0.25753,                0.79562,                0.98649,                 0.9037,                0.92586,                0.75162,                 0.3996,                0.23324,                0.77926,             0.00072631,             0.00072631,             0.00072631
                     59,                0.50113,                0.26035,                0.79597,                0.97943,                0.89645,                 0.9244,                0.75313,                0.40184,                0.23489,                0.77915,             0.00070981,             0.00070981,             0.00070981
                     60,                0.49276,                0.25642,                0.79449,                0.97838,                0.91002,                0.92938,                0.75261,                 0.4034,                0.23198,                0.78023,             0.00069331,             0.00069331,             0.00069331
                     61,                0.48967,                0.25566,                0.79556,                0.98586,                0.89565,                0.92525,                0.75421,                0.39967,                0.23448,                  0.779,              0.0006768,              0.0006768,              0.0006768
                     62,                 0.4911,                0.25637,                0.79558,                0.97478,                0.90824,                0.92833,                0.75236,                0.40103,                0.23086,                0.77982,              0.0006603,              0.0006603,              0.0006603
                     63,                0.49266,                0.25318,                0.79643,                0.97701,                0.90434,                0.92749,                0.74709,                0.40219,                0.23116,                0.77945,              0.0006438,              0.0006438,              0.0006438
                     64,                0.48362,                0.25051,                0.79524,                0.97248,                0.90489,                0.92795,                 0.7537,                0.39497,                0.22714,                0.77908,             0.00062729,             0.00062729,             0.00062729
                     65,                 0.4837,                0.25264,                0.79479,                0.97878,                0.89992,                0.92503,                0.74931,                0.39677,                0.22838,                0.77907,             0.00061079,             0.00061079,             0.00061079
                     66,                0.49206,                0.25545,                0.79581,                0.96803,                0.90395,                0.91937,                0.75337,                0.39765,                0.22942,                0.77948,             0.00059429,             0.00059429,             0.00059429
                     67,                0.48282,                0.24965,                0.79454,                0.97942,                0.90605,                0.92892,                0.76379,                0.39748,                0.22892,                0.77924,             0.00057778,             0.00057778,             0.00057778
                     68,                0.48045,                0.25027,                0.79394,                0.97671,                0.90181,                0.92766,                0.75595,                0.39441,                0.22816,                0.77914,             0.00056128,             0.00056128,             0.00056128
                     69,                0.48247,                0.24944,                0.79305,                0.98683,                0.89968,                0.92045,                0.75374,                 0.3966,                0.22703,                0.77874,             0.00054478,             0.00054478,             0.00054478
                     70,                0.48032,                0.24739,                0.79508,                0.97771,                0.90626,                0.93287,                0.76965,                0.39434,                0.22542,                0.77857,             0.00052827,             0.00052827,             0.00052827
                     71,                0.47604,                0.24586,                0.79321,                0.98719,                0.90529,                0.93181,                0.75079,                0.39297,                0.22519,                0.77864,             0.00051177,             0.00051177,             0.00051177
                     72,                0.47254,                0.24321,                0.79313,                0.96624,                0.91225,                0.92961,                 0.7624,                0.39608,                0.22361,                0.77916,             0.00049527,             0.00049527,             0.00049527
                     73,                0.47761,                 0.2458,                0.79361,                0.97493,                0.90301,                 0.9272,                0.75738,                0.39306,                0.22694,                0.77796,             0.00047876,             0.00047876,             0.00047876
                     74,                0.47516,                 0.2453,                0.79372,                0.98162,                0.90091,                0.93276,                0.76531,                0.38959,                0.22598,                0.77788,             0.00046226,             0.00046226,             0.00046226
                     75,                0.47159,                0.24256,                0.79324,                0.98925,                0.90411,                 0.9299,                0.76305,                 0.3908,                0.22282,                0.77833,             0.00044576,             0.00044576,             0.00044576
                     76,                0.47789,                0.24504,                0.79288,                0.98117,                 0.9033,                0.93366,                0.76081,                0.39151,                0.22337,                0.77849,             0.00042925,             0.00042925,             0.00042925
                     77,                0.47034,                0.24187,                0.79221,                0.98447,                0.90575,                0.93286,                0.76206,                0.38984,                0.22244,                0.77821,             0.00041275,             0.00041275,             0.00041275
                     78,                 0.4772,                0.24235,                0.79369,                0.98165,                0.91005,                0.92696,                0.75157,                 0.3881,                0.22093,                0.77803,             0.00039625,             0.00039625,             0.00039625
