                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5316,                 1.7113,                 1.1312,                  0.626,                0.40064,                0.10038,                0.06029,                 1.3236,                 3.6464,                 1.0929,             8.4078e-05,             8.4078e-05,             8.4078e-05
                      2,                 1.4071,                 1.6446,                 1.0789,                0.62788,                 0.4201,                0.11191,                0.06662,                 1.3151,                  3.675,                 1.0735,             0.00016103,             0.00016103,             0.00016103
                      3,                  1.371,                 1.6127,                 1.0568,                0.62965,                0.41905,                0.11335,                0.06833,                 1.2644,                   3.75,                 1.0423,             0.00022953,             0.00022953,             0.00022953
                      4,                 1.3194,                  1.579,                 1.0304,                0.62951,                0.41733,                0.11571,                0.07147,                 1.1894,                 3.6215,                  1.012,             0.00021798,             0.00021798,             0.00021798
                      5,                 1.2597,                 1.5333,                 1.0072,                0.63155,                0.41844,                0.12317,                0.07891,                 1.0903,                  3.682,                0.98015,             0.00020531,             0.00020531,             0.00020531
                      6,                 1.2176,                 1.4993,                0.99379,                0.63136,                 0.4246,                 0.1272,                0.08152,                 1.1383,                 3.7132,                0.98662,             0.00019264,             0.00019264,             0.00019264
                      7,                 1.1979,                 1.4851,                0.98503,                 0.6338,                0.41667,                0.12149,                0.07944,                  1.143,                 3.5277,                0.98161,             0.00017997,             0.00017997,             0.00017997
                      8,                 1.1511,                  1.419,                0.97098,                0.58083,                0.48353,                0.13707,                0.08883,                  1.044,                  3.628,                0.95934,              0.0001673,              0.0001673,              0.0001673
                      9,                 1.1219,                 1.3687,                0.96068,                0.59233,                0.46071,                 0.1512,                0.09729,                 1.0105,                 3.4398,                0.95519,             0.00015462,             0.00015462,             0.00015462
                     10,                 1.1107,                 1.3284,                0.95736,                0.60665,                0.43169,                0.15381,                0.10479,                0.99606,                 3.4853,                0.94339,             0.00014195,             0.00014195,             0.00014195
                     11,                 1.1066,                 1.3085,                 0.9779,                 0.5894,                0.47563,                0.15392,                0.10426,                 1.0037,                 3.5344,                0.94814,             0.00012928,             0.00012928,             0.00012928
                     12,                 1.0331,                 1.2872,                0.95713,                0.58917,                0.48016,                0.15299,                0.10384,                 1.0334,                 3.3087,                0.95165,             0.00011661,             0.00011661,             0.00011661
